model,image_id,run,n_points,x_divisor,x_rescaled_ok,x_spread,x_n_plausible,x_disagreement,y_divisor,y_rescaled_ok,y_spread,y_n_plausible,y_disagreement,mixed_axes
gemini-3.1-flash-lite,cac69c,2,35,1.0,1.0,0.23242993238691906,1,0.0,1.0,1.0,0.35014585882026306,1,0.0,False
gemini-3.1-flash-lite,cb23a7,2,50,1.0,1.0,0.16423349232114626,1,0.0,1000.0,1.0,0.15944720129246545,1,0.0,True
gemini-3.1-flash-lite,cb4227,2,50,1.0,1.0,0.267508878357336,1,0.0,1.0,1.0,0.3083393584996894,1,0.0,False
gemini-3.1-flash-lite,cb662e,2,43,1.0,1.0,0.22280720432126536,1,0.0,1.0,1.0,0.3278211994025366,1,0.0,False
gemini-3.1-flash-lite,cba28b,2,40,1.0,1.0,0.17365123091991025,1,0.0,1.0,1.0,0.3080628994215305,1,0.0,False
gemini-3.1-flash-lite,cc25e1,2,50,1.0,1.0,0.2119929244102265,1,0.0,1000.0,1.0,0.31298608595271454,1,0.0,True
gemini-3.1-flash-lite,cbb7ad,2,40,1.0,1.0,0.2576905848105437,1,0.0,1000.0,1.0,0.28223649214798574,2,0.42645833333333333,True
gemini-3.1-flash-lite,cbd84a,2,40,1.0,1.0,0.2851533578620459,1,0.0,1000.0,1.0,0.2967831700080043,2,0.44322916666666673,True
gemini-3.1-flash-lite,cc5387,2,40,1.0,1.0,0.27481527886927976,1,0.0,1.0,1.0,0.24750239897827253,1,0.0,False
gemini-3.1-flash-lite,cc787e,2,40,1.0,1.0,0.18831074717073373,1,0.0,1000.0,1.0,0.2756962776317446,2,0.038124999999999964,True
gemini-3.1-flash-lite,cca312,2,50,1.0,1.0,0.26903717215284584,1,0.0,1.0,1.0,0.28334685457933,1,0.0,False
gemini-3.1-flash-lite,cc9bc8,2,50,1.0,1.0,0.16606697444103688,1,0.0,1000.0,1.0,0.2125023293989974,1,0.0,True
gemini-3.1-flash-lite,cccd2a,2,40,1.0,1.0,0.24933764256525728,1,0.0,1000.0,1.0,0.19197775912849904,1,0.0,True
gemini-3.1-flash-lite,cced5f,2,40,1.0,1.0,0.24163195152959388,1,0.0,1.0,1.0,0.2790016801024682,1,0.0,False
gemini-3.1-flash-lite,cd1a8e,2,30,1.0,1.0,0.2104397512089598,1,0.0,1.0,1.0,0.25577442318487503,1,0.0,False
gemini-3.1-flash-lite,cd6b02,2,40,1.0,1.0,0.2903660405419339,1,0.0,1000.0,1.0,0.3398024416848708,1,0.0,True
gemini-3.1-flash-lite,ccf32c,2,41,1.0,1.0,0.23732496916150111,1,0.0,1000.0,1.0,0.1394729605414224,2,0.32451274362818594,True
gemini-3.1-flash-lite,cd2ed2,2,36,1.0,1.0,0.26843453348150287,1,0.0,1000.0,1.0,0.30257954137387527,2,0.3977083333333333,True
gemini-3.1-flash-lite,cd9e29,2,41,1.0,1.0,0.26327616053175545,1,0.0,1.0,1.0,0.28324351494198846,1,0.0,False
gemini-3.1-flash-lite,cd91c5,2,40,1.0,1.0,0.2402347809955919,1,0.0,1000.0,1.0,0.12869319135059165,1,0.0,True
gemini-3.1-flash-lite,cdbd16,2,40,1.0,1.0,0.31738935079803793,1,0.0,1.0,1.0,0.27753817305012296,1,0.0,False
gemini-3.1-flash-lite,cdcaf8,2,40,1.0,1.0,0.2247526418087227,1,0.0,1.0,1.0,0.25573374826174194,1,0.0,False
gemini-3.1-flash-lite,cdeba6,2,41,1.0,1.0,0.24558565531958648,1,0.0,1000.0,1.0,0.3094989810552557,0,0.0,True
gemini-3.1-flash-lite,ce5b5c,2,40,1.0,1.0,0.22141589825484528,1,0.0,1.0,1.0,0.278530855561821,1,0.0,False
gemini-3.1-flash-lite,ce6863,2,40,1.0,1.0,0.11743093448917113,1,0.0,1.0,1.0,0.23959960220125576,1,0.0,False
gemini-3.1-flash-lite,ce9bfe,2,40,1.0,1.0,0.2037271459575282,1,0.0,1000.0,1.0,0.2362453372555742,1,0.0,True
gemini-3.1-flash-lite,ceb6b3,2,31,1.0,1.0,0.20656045517988356,1,0.0,100.0,1.0,0.2692495448050591,1,0.0,True
gemini-3.1-flash-lite,ceea7c,2,40,1.0,1.0,0.23020371413163604,1,0.0,1.0,1.0,0.27199620861328194,1,0.0,False
gemini-3.1-flash-lite,cf477d,2,40,1.0,1.0,0.25218842162161215,1,0.0,1000.0,1.0,0.3468731756708783,2,0.07259259259259254,True
gemini-3.1-flash-lite,cf815f,2,50,1.0,1.0,0.24981280991974772,1,0.0,1.0,1.0,0.27735904528246413,1,0.0,False
gemini-3.1-flash-lite,cfa724,2,50,1.0,1.0,0.2157587541677046,1,0.0,1000.0,1.0,0.22381083530517462,2,0.16381795195954485,True
gemini-3.1-flash-lite,cfa83c,2,40,1.0,1.0,0.19754852410230758,1,0.0,1000.0,1.0,0.19917448223856388,1,0.0,True
gemini-3.1-flash-lite,cfade5,2,50,1.0,1.0,0.2504061500842182,1,0.0,1000.0,1.0,0.2781895756494121,0,0.0,True
gemini-3.1-flash-lite,d0bb76,2,50,1.0,1.0,0.251197452216379,1,0.0,1000.0,1.0,0.2202852922916099,1,0.0,True
gemini-3.1-flash-lite,d079f1,2,36,1.0,1.0,0.22216579144613802,1,0.0,1.0,1.0,0.32589193846358877,1,0.0,False
gemini-3.1-flash-lite,d073b7,2,40,1.0,1.0,0.21458899668901943,1,0.0,1.0,1.0,0.2580085996628794,1,0.0,False
gemini-3.1-flash-lite,cff421,2,45,1.0,1.0,0.3076714617819821,1,0.0,1.0,1.0,0.2599471931179034,1,0.0,False
gemini-3.1-flash-lite,d07b98,2,40,1.0,1.0,0.2522652373990519,1,0.0,1000.0,1.0,0.28640705298578106,1,0.0,True
gemini-3.1-flash-lite,d01e8a,2,40,1.0,1.0,0.20888992316528818,1,0.0,1000.0,1.0,0.2864969186134469,1,0.0,True
gemini-3.1-flash-lite,d07437,2,40,1.0,1.0,0.19038315149981103,1,0.0,1000.0,1.0,0.22609157436755578,0,0.0,True
gemini-3.1-flash-lite,d09395,2,40,1.0,1.0,0.09937303457175894,1,0.0,1.0,1.0,0.2498694659217088,1,0.0,False
gemini-3.1-flash-lite,d0c24c,2,35,1.0,1.0,0.2445061661924346,1,0.0,1000.0,1.0,0.263273195578669,1,0.0,True
gemini-3.1-flash-lite,d13f3e,2,40,1.0,1.0,0.24449936093986016,1,0.0,1000.0,1.0,0.2746160672193089,2,0.474375,True
gemini-3.1-flash-lite,d165df,2,40,1.0,1.0,0.27032387981826544,1,0.0,1000.0,1.0,0.3117707491090208,2,0.3120314842578711,True
gemini-3.1-flash-lite,cfca97,2,50,1.0,1.0,0.26078535234939865,1,0.0,1000.0,1.0,0.3287943576158204,1,0.0,True
gemini-3.1-flash-lite,d1e7bf,2,30,1.0,1.0,0.30693267448524714,1,0.0,1000.0,1.0,0.23876627344190243,1,0.0,True
gemini-3.1-flash-lite,d1e801,2,39,1000.0,1.0,0.2613846304764488,2,0.011578124999999995,1000.0,1.0,0.30523423927928267,1,0.0,False
gemini-3.1-flash-lite,d0e249,2,50,1.0,1.0,0.1912088910066684,1,0.0,1000.0,0.9,0.4202420064010737,0,0.0,True
gemini-3.1-flash-lite,d1ef30,2,40,1.0,1.0,0.1690591612424479,1,0.0,1000.0,1.0,0.22989821117181403,2,0.4216666666666667,True
gemini-3.1-flash-lite,d20ff4,2,41,1.0,1.0,0.17348648643513925,1,0.0,1.0,1.0,0.27462418211790135,1,0.0,False
gemini-3.1-flash-lite,d23a34,2,35,1.0,1.0,0.21866571262443277,1,0.0,1000.0,1.0,0.24009844919557988,2,0.16499999999999992,True
gemini-3.1-flash-lite,d1f254,2,40,1.0,1.0,0.28314130747737953,1,0.0,1.0,1.0,0.3179149847050308,1,0.0,False
gemini-3.1-flash-lite,d1da7d,2,50,1.0,1.0,0.20680386843577175,1,0.0,1000.0,1.0,0.2694364489077155,2,0.039583333333333415,True
gemini-3.1-flash-lite,d24c30,2,40,1.0,1.0,0.225054299003596,1,0.0,1000.0,1.0,0.32238408769664795,1,0.0,True
gemini-3.1-flash-lite,d28ecf,2,40,1.0,1.0,0.2868082983457766,1,0.0,10.0,1.0,0.25361585123962577,1,0.0,True
gemini-3.1-flash-lite,d205d8,2,40,1.0,1.0,0.28092692555182386,1,0.0,1.0,1.0,0.2782731347076106,1,0.0,False
gemini-3.1-flash-lite,d2c979,2,30,1.0,1.0,0.2545366160081667,1,0.0,1.0,1.0,0.26773556605974735,1,0.0,False
gemini-3.1-flash-lite,d2d386,2,50,1000.0,1.0,0.21655320362442115,2,0.06594827586206897,1000.0,1.0,0.23453419025805172,1,0.0,False
gemini-3.1-flash-lite,d2f771,2,40,1.0,1.0,0.1563449711375457,1,0.0,1.0,1.0,0.196528902136556,1,0.0,False
gemini-3.1-flash-lite,d31d43,2,30,1.0,1.0,0.22848024470886366,1,0.0,1000.0,1.0,0.2850783518029152,1,0.0,True
gemini-3.1-flash-lite,d320e4,2,47,1.0,1.0,0.269422231107156,1,0.0,1000.0,1.0,0.2676569816875401,1,0.0,True
gemini-3.1-flash-lite,d33aa2,2,40,1000.0,1.0,0.23008748336230722,2,0.14583333333333337,1000.0,1.0,0.29577271679450085,1,0.0,False
gemini-3.1-flash-lite,d34e08,2,40,1.0,1.0,0.21592692629683774,1,0.0,1000.0,1.0,0.32362670528712556,1,0.0,True
gemini-3.1-flash-lite,d355a9,2,50,1.0,1.0,0.249232100661211,1,0.0,1.0,1.0,0.2517795861462958,1,0.0,False
gemini-3.1-flash-lite,d328b1,2,40,1.0,1.0,0.27376038793075963,1,0.0,1.0,1.0,0.28451175283281355,1,0.0,False
gemini-3.1-flash-lite,d375a8,2,41,1.0,1.0,0.2942033678491419,1,0.0,1.0,1.0,0.26617233082461667,1,0.0,False
gemini-3.1-flash-lite,d3a241,2,40,1.0,1.0,0.29355908689733995,1,0.0,1.0,1.0,0.17791219744581874,1,0.0,False
gemini-3.1-flash-lite,d3d0eb,2,40,1.0,1.0,0.19811849358401654,1,0.0,100.0,1.0,0.21966110261036204,1,0.0,True
gemini-3.1-flash-lite,d3a405,2,40,1.0,1.0,0.2883591510599239,1,0.0,1000.0,1.0,0.2819915069643056,1,0.0,True
gemini-3.1-flash-lite,d42246,2,40,1000.0,1.0,0.2480221449286333,1,0.0,1000.0,1.0,0.2884656608679792,1,0.0,False
gemini-3.1-flash-lite,d4430e,2,30,1.0,1.0,0.22748493478812076,1,0.0,1000.0,1.0,0.18104923823829436,1,0.0,True
gemini-3.1-flash-lite,d4988b,2,40,1.0,1.0,0.21471943903615248,1,0.0,1000.0,1.0,0.2125599547774698,2,0.31625000000000003,True
gemini-3.1-flash-lite,d499e7,2,40,1.0,1.0,0.18966005773488523,1,0.0,1000.0,1.0,0.2410889047633673,1,0.0,True
gemini-3.1-flash-lite,d48310,2,50,1.0,1.0,0.24622233854790673,1,0.0,1000.0,1.0,0.27450930767462145,1,0.0,True
gemini-3.1-flash-lite,d4ab0e,2,45,1.0,1.0,0.2993801002813053,1,0.0,1000.0,1.0,0.36874203904359043,1,0.0,True
gemini-3.1-flash-lite,d4dac4,2,43,1.0,1.0,0.1971552690347549,1,0.0,1.0,1.0,0.2670648505456518,1,0.0,False
gemini-3.1-flash-lite,d50a8b,2,46,1.0,1.0,0.2617950972953158,1,0.0,1.0,1.0,0.294274041872923,1,0.0,False
gemini-3.1-flash-lite,d5493d,2,40,1.0,1.0,0.2280350850198276,1,0.0,1.0,1.0,0.2901886240017,1,0.0,False
gemini-3.1-flash-lite,d56ac6,2,40,1.0,1.0,0.1453960109494067,1,0.0,1000.0,1.0,0.24132123300696107,2,0.40729166666666666,True
gemini-3.1-flash-lite,d59f99,2,42,1000.0,1.0,0.2988355139522292,1,0.0,1000.0,1.0,0.3306798295328337,1,0.0,False
gemini-3.1-flash-lite,d5caa3,2,40,1.0,1.0,0.1836783874058132,1,0.0,1.0,1.0,0.2604552504750096,1,0.0,False
gemini-3.1-flash-lite,d5f959,2,50,1.0,1.0,0.22886021934796794,1,0.0,1000.0,1.0,0.27367433200795427,1,0.0,True
gemini-3.1-flash-lite,d594d5,2,40,1.0,1.0,0.26160275227909974,1,0.0,1.0,1.0,0.28472695253523156,1,0.0,False
gemini-3.1-flash-lite,d60e75,2,40,1.0,1.0,0.3121137613114808,1,0.0,1.0,1.0,0.32002148365383226,1,0.0,False
gemini-3.1-flash-lite,d667b6,2,41,1.0,1.0,0.24586091743058644,1,0.0,1.0,1.0,0.2223536956576961,1,0.0,False
gemini-3.1-flash-lite,d613ea,2,42,1.0,1.0,0.22091594527168804,1,0.0,10.0,0.8809523809523809,0.36032817619195856,1,0.0,True
gemini-3.1-flash-lite,d6789a,2,41,1.0,1.0,0.28721518753371966,1,0.0,1.0,1.0,0.24162029887424302,1,0.0,False
gemini-3.1-flash-lite,d66c89,2,50,1.0,1.0,0.31182148739302745,1,0.0,1.0,1.0,0.28287445978737635,1,0.0,False
gemini-3.1-flash-lite,d69abb,2,30,1.0,1.0,0.10893882075122102,1,0.0,1.0,1.0,0.25640007800310827,1,0.0,False
gemini-3.1-flash-lite,d6cc23,2,40,1.0,1.0,0.011390785749894515,0,0.0,1000.0,1.0,0.2810646889507823,0,0.0,True
gemini-3.1-flash-lite,d6f09c,2,40,1.0,1.0,0.127764431670164,1,0.0,1.0,1.0,0.17701412373028316,1,0.0,False
gemini-3.1-flash-lite,d70468,2,40,1.0,1.0,0.11480853626799707,1,0.0,1.0,1.0,0.3201870547039652,1,0.0,False
gemini-3.1-flash-lite,d6ac76,2,40,1.0,1.0,0.130862523283024,1,0.0,1.0,1.0,0.25354683985409876,1,0.0,False
gemini-3.1-flash-lite,d6702e,2,40,1.0,1.0,0.16844416730774622,1,0.0,1000.0,1.0,0.2607470038178771,1,0.0,True
gemini-3.1-flash-lite,d7049d,2,40,1.0,1.0,0.22189862550272818,1,0.0,1000.0,1.0,0.2937973100200204,2,0.07370370370370372,True
gemini-3.1-flash-lite,d7535a,2,50,1000.0,1.0,0.19661169853292046,2,0.4554296875,1000.0,1.0,0.226774535607506,2,0.10819444444444437,False
gemini-3.1-flash-lite,d738b4,2,40,1.0,1.0,0.26789445216353397,1,0.0,1.0,1.0,0.2914721255969428,1,0.0,False
gemini-3.1-flash-lite,d7cfda,2,35,1.0,1.0,0.22953368878165636,1,0.0,1.0,1.0,0.28780293711538957,1,0.0,False
gemini-3.1-flash-lite,d79d5c,2,40,1.0,1.0,0.2272218079322493,1,0.0,1.0,1.0,0.2963434451780569,1,0.0,False
gemini-3.1-flash-lite,d7d901,2,50,1.0,1.0,0.2068817053293983,1,0.0,1000.0,1.0,0.28917012362967237,1,0.0,True
gemini-3.1-flash-lite,d7beb9,2,40,1.0,1.0,0.2200994093585896,1,0.0,1000.0,1.0,0.26538227145007254,2,0.09042380522993687,True
gemini-3.1-flash-lite,d7346d,2,44,1.0,1.0,0.27555649459752535,1,0.0,1000.0,1.0,0.2742305039892204,1,0.0,True
gemini-3.1-flash-lite,d85242,2,40,1.0,1.0,0.22818180799529134,1,0.0,1000.0,1.0,0.201040069078281,1,0.0,True
gemini-3.1-flash-lite,d889b1,2,40,1.0,1.0,0.20880938676218558,1,0.0,1000.0,1.0,0.21356483207681923,2,0.11083333333333334,True
gemini-3.1-flash-lite,d88d22,2,50,1.0,1.0,0.22071333806546445,1,0.0,1000.0,1.0,0.2530953377682015,1,0.0,True
gemini-3.1-flash-lite,d8cbc3,2,46,1.0,1.0,0.19106354038651216,1,0.0,1000.0,1.0,0.2734406278108982,1,0.0,True
gemini-3.1-flash-lite,d73e0e,2,41,1.0,1.0,0.2266101748081743,1,0.0,1.0,1.0,0.3062128827559916,1,0.0,False
gemini-3.1-flash-lite,d8d2df,2,40,1.0,1.0,0.30085877085436613,1,0.0,1000.0,1.0,0.29546147697288727,1,0.0,True
gemini-3.1-flash-lite,d8d582,2,41,1.0,1.0,0.20460260229564797,1,0.0,1000.0,1.0,0.30111556417149493,1,0.0,True
gemini-3.1-flash-lite,d8d91d,2,35,1000.0,1.0,0.18805199020592195,2,0.10870261162594774,1000.0,1.0,0.2507844834571253,1,0.0,False
gemini-3.1-flash-lite,d924c7,2,50,1.0,1.0,0.25283987027365756,1,0.0,1000.0,1.0,0.3011660671456863,1,0.0,True
gemini-3.1-flash-lite,d93532,2,36,1.0,1.0,0.24971511545937478,1,0.0,1000.0,1.0,0.21033538033869204,2,0.43125,True
gemini-3.1-flash-lite,d9508a,2,40,1.0,1.0,0.2284775577053466,1,0.0,1000.0,1.0,0.3178452414304798,1,0.0,True
gemini-3.1-flash-lite,d95bad,2,50,1.0,1.0,0.2602949096697821,1,0.0,1000.0,1.0,0.26564796253688827,2,0.21806709265175717,True
gemini-3.1-flash-lite,da1a17,2,40,1000.0,1.0,0.21822923727126942,2,0.0703703703703703,1000.0,1.0,0.22839111191112496,2,0.43125,False
gemini-3.1-flash-lite,d98c2a,2,40,1.0,1.0,0.30435834143325197,1,0.0,1.0,1.0,0.29389613386364916,1,0.0,False
gemini-3.1-flash-lite,d99b18,2,40,1000.0,1.0,0.2759528900011739,2,0.1512384161752316,1000.0,1.0,0.29931578224343597,1,0.0,False
gemini-3.1-flash-lite,d9baa1,2,40,1.0,1.0,0.30638108521088564,1,0.0,1000.0,1.0,0.2695106491402519,1,0.0,True
gemini-3.1-flash-lite,da36d4,2,40,1.0,1.0,0.2492457371751822,1,0.0,1.0,1.0,0.3093638634359223,1,0.0,False
gemini-3.1-flash-lite,d9a22e,2,41,1.0,1.0,0.2081261114966935,1,0.0,1000.0,1.0,0.30214718413453456,1,0.0,True
gemini-3.1-flash-lite,daaa3f,2,45,1.0,1.0,0.2808431749017392,1,0.0,1000.0,1.0,0.2951037482347898,1,0.0,True
gemini-3.1-flash-lite,dafb86,2,50,1.0,1.0,0.2742647625926451,1,0.0,1.0,1.0,0.25167089621169947,1,0.0,False
gemini-3.1-flash-lite,da75d3,2,41,1.0,1.0,0.22967659543147764,1,0.0,1.0,1.0,0.24231213246954705,1,0.0,False
gemini-3.1-flash-lite,db12fc,2,48,1.0,1.0,0.2794744688386381,1,0.0,1000.0,1.0,0.20020169408866706,1,0.0,True
gemini-3.1-flash-lite,db81dc,2,40,1.0,1.0,0.24944425730010303,1,0.0,1.0,1.0,0.31667402403733713,1,0.0,False
gemini-3.1-flash-lite,da1d78,2,50,1.0,1.0,0.19189830640211497,1,0.0,1000.0,1.0,0.22837329090767156,1,0.0,True
gemini-3.1-flash-lite,dba9fe,2,40,1.0,1.0,0.21065952981054525,1,0.0,1.0,1.0,0.13724954462583838,1,0.0,False
gemini-3.1-flash-lite,db86c2,2,35,1.0,1.0,0.294459033566606,1,0.0,1000.0,1.0,0.30248346218919003,1,0.0,True
gemini-3.1-flash-lite,dbdbed,2,40,1.0,1.0,0.14649008285546158,1,0.0,1000.0,1.0,0.21456595139956386,1,0.0,True
gemini-3.1-flash-lite,dc06e3,2,31,1.0,1.0,0.2848867456664132,1,0.0,1.0,1.0,0.2064662293213011,1,0.0,False
gemini-3.1-flash-lite,dc2864,2,40,1.0,1.0,0.25434966090010813,1,0.0,1.0,1.0,0.26332382630517887,1,0.0,False
gemini-3.1-flash-lite,dc705a,2,32,1.0,1.0,0.22551481901141218,1,0.0,1000.0,1.0,0.32464520146759834,2,0.45999999999999996,True
gemini-3.1-flash-lite,dc6989,2,50,1000.0,1.0,0.22546895573448683,2,0.14987341772151896,1000.0,1.0,0.2621202777352412,1,0.0,False
gemini-3.1-flash-lite,dc537b,2,40,1.0,1.0,0.22316809807855603,1,0.0,1.0,1.0,0.2315766611729256,1,0.0,False
gemini-3.1-flash-lite,dc351a,2,40,1.0,1.0,0.20885626038019545,1,0.0,1000.0,1.0,0.259859306885476,2,0.4360416666666667,True
gemini-3.1-flash-lite,dcc0de,2,40,1.0,1.0,0.18970108065058564,1,0.0,1000.0,1.0,0.2786439260059333,1,0.0,True
gemini-3.1-flash-lite,dcf870,2,40,1.0,1.0,0.17128758711593786,1,0.0,1.0,1.0,0.26783903748333626,1,0.0,False
gemini-3.1-flash-lite,dd0d82,2,50,1.0,1.0,0.22181036946004126,1,0.0,1000.0,1.0,0.18418580292737005,1,0.0,True
gemini-3.1-flash-lite,dd0f11,2,40,1.0,1.0,0.07245688373094719,1,0.0,1.0,1.0,0.21634405469067092,1,0.0,False
gemini-3.1-flash-lite,dd173b,2,42,1.0,1.0,0.23276181221259168,1,0.0,100.0,1.0,0.21479938433385715,1,0.0,True
gemini-3.1-flash-lite,dd47fa,2,50,1.0,1.0,0.24525904672407092,1,0.0,1000.0,1.0,0.28239468833531556,2,0.43125,True
gemini-3.1-flash-lite,dd8251,2,40,1.0,1.0,0.21437685859252625,1,0.0,1000.0,1.0,0.33216366353802157,2,0.42645833333333333,True
gemini-3.1-flash-lite,dd9efb,2,40,1.0,1.0,0.2879774296711463,1,0.0,1.0,1.0,0.25062409600834473,1,0.0,False
gemini-3.1-flash-lite,dda275,2,40,1000.0,1.0,0.26927240389612894,2,0.15116666666666667,1000.0,1.0,0.32994751003000466,1,0.0,False
gemini-3.1-flash-lite,ddbec1,2,40,1.0,1.0,0.14727100868806461,1,0.0,1.0,1.0,0.2632820493311308,1,0.0,False
gemini-3.1-flash-lite,ddc145,2,35,1.0,1.0,0.17659916564390232,1,0.0,1.0,1.0,0.14892923946407213,1,0.0,False
gemini-3.1-flash-lite,ddca3f,2,42,1.0,1.0,0.19334447540025665,1,0.0,1.0,1.0,0.2742874710591888,1,0.0,False
gemini-3.1-flash-lite,ddce6f,2,40,1.0,1.0,0.247046427822788,1,0.0,1.0,1.0,0.2911919470040337,1,0.0,False
gemini-3.1-flash-lite,dde134,2,41,1.0,1.0,0.26229754097208,1,0.0,1.0,1.0,0.28054930396842614,1,0.0,False
gemini-3.1-flash-lite,de1ea9,2,40,1000.0,1.0,0.227619001842992,2,0.1359999999999999,1000.0,1.0,0.2608757834200024,1,0.0,False
gemini-3.1-flash-lite,de022a,2,40,1000.0,1.0,0.23234812243700184,1,0.0,1000.0,1.0,0.27271550652649,1,0.0,False
gemini-3.1-flash-lite,de271c,2,50,1.0,1.0,0.19704222897643034,1,0.0,1000.0,1.0,0.35003372694641866,2,0.4647916666666666,True
gemini-3.1-flash-lite,de4fee,2,50,1.0,1.0,0.2625451580204823,1,0.0,1.0,1.0,0.2476691341285789,1,0.0,False
gemini-3.1-flash-lite,de5446,2,50,1.0,1.0,0.2626426469558971,1,0.0,1000.0,1.0,0.2594918110461292,1,0.0,True
gemini-3.1-flash-lite,de9b80,2,41,1.0,1.0,0.2157209182593518,1,0.0,1000.0,1.0,0.23901915375050464,2,0.3977083333333333,True
gemini-3.1-flash-lite,debbb2,2,40,1.0,1.0,0.28892375724401753,1,0.0,1.0,1.0,0.2989460653696583,1,0.0,False
gemini-3.1-flash-lite,df1857,2,46,1.0,1.0,0.24380622321866852,1,0.0,1000.0,1.0,0.23362219775835563,1,0.0,True
gemini-3.1-flash-lite,df67c6,2,41,1.0,1.0,0.26355459921955426,1,0.0,1000.0,1.0,0.21516522434077426,1,0.0,True
gemini-3.1-flash-lite,df8ad2,2,43,1.0,1.0,0.18675099179582033,1,0.0,1.0,1.0,0.30870741879073993,1,0.0,False
gemini-3.1-flash-lite,e017a7,2,50,1.0,1.0,0.19341429626581383,1,0.0,1000.0,1.0,0.28174430180573307,1,0.0,True
gemini-3.1-flash-lite,e0966a,2,50,1.0,1.0,0.0973439263642062,1,0.0,1.0,1.0,0.28959254134041507,1,0.0,False
gemini-3.1-flash-lite,e0f578,2,40,1.0,1.0,0.24443813123160632,1,0.0,1.0,1.0,0.2975042016510019,1,0.0,False
gemini-3.1-flash-lite,e07498,2,45,1.0,1.0,0.2735767660339237,1,0.0,1000.0,1.0,0.24051010604777318,1,0.0,True
gemini-3.1-flash-lite,e102af,2,48,1.0,1.0,0.18660236522706067,1,0.0,1000.0,1.0,0.25075164782886056,1,0.0,True
gemini-3.1-flash-lite,e1217f,2,40,1.0,1.0,0.1596462887135182,1,0.0,1000.0,1.0,0.26983837755219325,2,0.45760416666666665,True
gemini-3.1-flash-lite,e129e6,2,40,1.0,1.0,0.16924372218785547,1,0.0,1.0,1.0,0.08488779358659289,1,0.0,False
gemini-3.1-flash-lite,e13179,2,40,1.0,1.0,0.25946820614479915,1,0.0,1.0,1.0,0.2814417124379398,1,0.0,False
gemini-3.1-flash-lite,e228f3,2,40,1.0,1.0,0.2706800879266888,1,0.0,1000.0,1.0,0.21484540808451086,2,0.3641666666666667,True
gemini-3.1-flash-lite,e1f7b0,2,40,1.0,1.0,0.19332210815113726,1,0.0,1000.0,1.0,0.23507548654634322,2,0.4048958333333333,True
gemini-3.1-flash-lite,e18daf,2,40,1.0,1.0,0.20160217632753868,1,0.0,1.0,1.0,0.2508623875753398,1,0.0,False
gemini-3.1-flash-lite,e20a6e,2,40,1.0,1.0,0.31963836988071376,1,0.0,100.0,0.975,0.30114406851206615,0,0.0,True
gemini-3.1-flash-lite,e277d3,2,50,1.0,1.0,0.2703683413419552,1,0.0,1.0,1.0,0.2656075300137404,1,0.0,False
gemini-3.1-flash-lite,e254a8,2,35,1.0,1.0,0.24229346348793562,1,0.0,1.0,1.0,0.2506080768117127,1,0.0,False
gemini-3.1-flash-lite,e2aa7e,2,40,1.0,1.0,0.22033156832374248,1,0.0,1000.0,1.0,0.3348954127783777,1,0.0,True
gemini-3.1-flash-lite,e249a7,2,41,1.0,1.0,0.17038291899095592,1,0.0,1.0,1.0,0.2916126773633962,1,0.0,False
gemini-3.1-flash-lite,e2af38,2,50,1000.0,1.0,0.0886485194461814,2,0.10209636517328824,1000.0,1.0,0.30045492174367855,1,0.0,False
gemini-3.1-flash-lite,e2f692,2,43,1.0,1.0,0.25399884593666017,1,0.0,1000.0,1.0,0.2547100728291855,1,0.0,True
gemini-3.1-flash-lite,e2dea3,2,40,1.0,1.0,0.2660357118884606,1,0.0,1000.0,1.0,0.28254103684243814,1,0.0,True
gemini-3.1-flash-lite,e2f93a,2,40,1000.0,1.0,0.23411322047248848,2,0.4007399577167019,1000.0,1.0,0.30233236574174455,2,0.0703703703703703,False
gemini-3.1-flash-lite,e332da,2,45,1.0,1.0,0.15682970240217747,1,0.0,1000.0,1.0,0.20051877163442275,2,0.03249999999999997,True
gemini-3.1-flash-lite,e39798,2,47,1.0,1.0,0.3234022956267613,1,0.0,1.0,1.0,0.2496284246330724,1,0.0,False
gemini-3.1-flash-lite,e348b5,2,40,1.0,1.0,0.21111312133545845,1,0.0,1.0,1.0,0.25052632097246785,1,0.0,False
gemini-3.1-flash-lite,e3d6fa,2,50,1000.0,1.0,0.2826765954231089,2,0.021210937500000027,1000.0,1.0,0.3147817459764781,1,0.0,False
gemini-3.1-flash-lite,e3d203,2,34,1.0,1.0,0.18243665061573913,1,0.0,1.0,1.0,0.28556581968128153,1,0.0,False
gemini-3.1-flash-lite,e43ab5,2,35,1000.0,1.0,0.23943461635737653,2,0.061703703703703705,1000.0,1.0,0.3340095073802663,2,0.45520833333333327,False
gemini-3.1-flash-lite,e3d8f9,2,40,1.0,1.0,0.21923503369671554,1,0.0,1.0,1.0,0.3145548441846032,1,0.0,False
gemini-3.1-flash-lite,e471e8,2,41,1.0,1.0,0.217428320051689,1,0.0,1.0,1.0,0.2463429123357534,1,0.0,False
gemini-3.1-flash-lite,e451ee,2,40,1.0,1.0,0.2589975868613451,1,0.0,1.0,1.0,0.3021605533487123,1,0.0,False
gemini-3.1-flash-lite,e4afc4,2,40,1.0,1.0,0.2154970997484653,1,0.0,1000.0,1.0,0.27960125066780367,1,0.0,True
gemini-3.1-flash-lite,e4f360,2,35,1.0,1.0,0.1574972626908228,1,0.0,1.0,1.0,0.16112968537859212,1,0.0,False
