model,run,image_id,category,n_points,CC,SIM,KL
gpt-5.4-mini,2,6d294c,mobile,39,0.12332796097360409,0.23994365385556438,3.171031570636142
gpt-5.4-mini,3,6d294c,mobile,39,0.11681617015808225,0.26374302295043534,3.0618735489734594
gpt-5.4-mini,1,6d4031,desktop,44,0.0017108577424119723,0.22122878215546177,2.196354338229513
gpt-5.4-mini,2,6d4031,desktop,40,0.2853236635950239,0.3639676788657466,1.4017002169024002
gpt-5.4-mini,3,6d4031,desktop,42,0.35628307071975684,0.35056271891505264,1.4784198790782335
gpt-5.4-mini,1,6d8534,desktop,43,0.5733336214194815,0.43906887389760363,2.1867417210709825
gpt-5.4-mini,2,6d8534,desktop,40,0.67682772577697,0.5035001225238459,1.6650484883549712
gpt-5.4-mini,3,6d8534,desktop,40,0.6330913238736913,0.5011610653254177,1.9860090051957813
gpt-5.4-mini,1,6d8af6,web,44,0.15343465682580684,0.2777048506942831,2.0748206463816423
gpt-5.4-mini,2,6d8af6,web,40,0.08640047259877974,0.2600333604740391,2.1870002795417065
gpt-5.4-mini,3,6d8af6,web,41,0.14327719015034351,0.25246283533415825,2.0905350435445293
gpt-5.4-mini,1,6dc873,desktop,45,0.22904647875712295,0.36345113324075784,1.592010725268679
gpt-5.4-mini,1,6e09d5,mobile,40,-0.21798798515418694,0.28020140276382377,2.5081311560689143
gpt-5.4-mini,3,6e09d5,mobile,40,-0.20276772111804575,0.28176642908735994,2.982574851195
gpt-5.4-mini,2,6dc873,desktop,39,0.4036759392798033,0.43800354581012324,1.0984231716626123
gpt-5.4-mini,3,6dc873,desktop,44,0.22161356592962625,0.39526352747902294,1.692482631793679
gpt-5.4-mini,2,6e09d5,mobile,36,-0.09244768666131137,0.3286708761251858,1.9912808465537484
gpt-5.4-mini,2,6e6737,web,40,-0.044166002754707834,0.4060438364228089,1.5746682161414014
gpt-5.4-mini,3,6e6737,web,44,-0.07190454235557843,0.4006336392238974,1.303977923158846
gpt-5.4-mini,1,6e2c8e,desktop,45,0.3839886899464301,0.4656906442870544,1.1414761918655412
gpt-5.4-mini,1,6e6737,web,43,0.07447835171705607,0.4444054587530908,0.9983840685394818
gpt-5.4-mini,2,6e2c8e,desktop,40,0.10244416529637927,0.35387339316652955,1.4833856628862652
gpt-5.4-mini,3,6e2c8e,desktop,40,0.23667060055349953,0.3699517599749982,1.433888592287835
gpt-5.4-mini,1,6dacc6,poster,40,0.4701376574373277,0.3188730246642605,1.7856726435580912
gpt-5.4-mini,1,6e6daf,poster,41,0.31201672713099204,0.47246512154877063,0.9447796290493296
gpt-5.4-mini,2,6e6daf,poster,39,0.6414534489925134,0.5264512751092303,0.7705374298881462
gpt-5.4-mini,3,6dacc6,poster,40,0.600239274759124,0.39256761229617176,1.2969683952124977
gpt-5.4-mini,2,6dacc6,poster,41,0.6883071549478341,0.42302640522334384,1.1665442861034534
gpt-5.4-mini,3,6e6daf,poster,40,0.11154421409266707,0.437692965557263,1.185541566750456
gpt-5.4-mini,2,6f11a2,desktop,38,0.5781783456826723,0.46564627052314284,1.1854223536878947
gpt-5.4-mini,1,6f11a2,desktop,40,0.5719761259636823,0.48676743779474024,1.154083798639085
gpt-5.4-mini,3,6f11a2,desktop,37,0.5685940255316307,0.47241421050269455,1.2460770031912856
gpt-5.4-mini,2,6eb097,poster,45,0.024447644474545057,0.23394671823915159,5.0887093570577395
gpt-5.4-mini,1,6eb097,poster,41,0.001279962713378421,0.22053338463239414,4.150483401058406
gpt-5.4-mini,2,6eb290,mobile,39,0.31194855367288915,0.39965635483574025,1.8553394371642966
gpt-5.4-mini,1,6eb290,mobile,39,0.1767505985070705,0.3080048355703864,2.485488401374506
gpt-5.4-mini,3,6eb290,mobile,36,0.27720054507485314,0.36972534396681483,2.3240695328001495
gpt-5.4-mini,3,6eb097,poster,44,0.06306540641988148,0.23981804717741723,4.001168496737777
gpt-5.4-mini,1,6f401f,mobile,40,0.08946971984735357,0.19933586699110972,4.138660192660743
gpt-5.4-mini,2,6f401f,mobile,38,0.01987402808016293,0.15783199139162235,4.785040593510117
gpt-5.4-mini,3,6f401f,mobile,40,0.12227728178059079,0.21199595384644743,3.3902366117088922
gpt-5.4-mini,2,6f9e1b,web,43,0.15000856317586264,0.2920225782989144,2.1378744547489346
gpt-5.4-mini,1,6f9e1b,web,41,0.3510654544616625,0.34353043156221047,1.6168420648378403
gpt-5.4-mini,3,6f9e1b,web,45,0.13854234595427395,0.27106857921664806,2.178796506155673
gpt-5.4-mini,1,6fd016,poster,37,0.027779953553706452,0.2826754613115778,1.9587415896744105
gpt-5.4-mini,2,6fd016,poster,39,0.0856668000647377,0.2822254030613874,1.7031395380539123
gpt-5.4-mini,3,6fd016,poster,40,0.2021157299277867,0.3253183575295997,1.5121987714052658
gpt-5.4-mini,1,6fbe76,desktop,43,0.29632929378133616,0.3212704607853032,1.6415755385348128
gpt-5.4-mini,3,6fbe76,desktop,45,0.44075694611594274,0.3032519128268317,2.526195420260191
gpt-5.4-mini,2,6fbe76,desktop,74,0.21782418401642978,0.30245917849314224,1.7786762498200905
gpt-5.4-mini,1,700dbf,web,44,0.23270412618166625,0.3645924386971558,1.3578981046241472
gpt-5.4-mini,3,700dbf,web,40,0.0752093064564366,0.31115626990410467,1.9374655017250697
gpt-5.4-mini,2,700dbf,web,38,0.09320115954220404,0.3296101071044619,1.98874444997394
gpt-5.4-mini,2,708a08,poster,37,0.3343530307208864,0.359638741199664,1.3445076496500703
gpt-5.4-mini,1,708a08,poster,38,0.10963837104064238,0.303129951699271,1.7271822345562349
gpt-5.4-mini,1,700a42,mobile,39,0.20362571157718437,0.39587504502854487,2.0639825581592848
gpt-5.4-mini,2,700a42,mobile,37,0.05127168738719662,0.3165108703118251,3.350996485271574
gpt-5.4-mini,2,6f5978,poster,40,-0.00431258683122792,0.21049366231565736,4.540250781758177
gpt-5.4-mini,3,708a08,poster,40,0.1551741468998298,0.3101136001566688,1.4707935751042909
gpt-5.4-mini,3,700a42,mobile,40,0.005745116145746035,0.30739070261070334,4.331349445740054
gpt-5.4-mini,3,709b8f,desktop,41,0.43776058615747127,0.3875067983742219,1.1709689227988795
gpt-5.4-mini,1,6f5978,poster,38,0.009966529403330706,0.22365025193639637,4.545434676091829
gpt-5.4-mini,3,6f5978,poster,39,-0.023509972409804264,0.20745017591989617,5.117687014571347
gpt-5.4-mini,2,709b8f,desktop,40,0.4803709923397954,0.4050034331964818,1.0690527618751964
gpt-5.4-mini,1,709b8f,desktop,38,0.47295491800802686,0.3675464505568096,1.1778178380300535
gpt-5.4-mini,1,7142a6,desktop,38,0.3015726666330226,0.29823667095553397,1.6945981005755497
gpt-5.4-mini,2,7142a6,desktop,45,0.3723931852627021,0.3111161974619707,1.5000445359701646
gpt-5.4-mini,3,7142a6,desktop,41,0.472291420831901,0.32590932127796884,1.5447392956173303
gpt-5.4-mini,1,714584,web,40,0.22147548456790578,0.34903392486696605,1.6495871152384871
gpt-5.4-mini,2,714584,web,40,0.26239474502206683,0.34786045195361265,1.5088365223784677
gpt-5.4-mini,3,714584,web,45,0.26226097099505297,0.3682333577985617,1.3706720075438068
gpt-5.4-mini,1,70e38d,mobile,36,0.03878349210998849,0.2080572206244908,4.045305316624594
gpt-5.4-mini,2,70d755,mobile,40,0.4662774760528061,0.41347098812823935,2.2460306963111663
gpt-5.4-mini,3,70e38d,mobile,35,0.08693770938775301,0.22936197614816042,3.001177255057643
gpt-5.4-mini,2,70e38d,mobile,40,0.1537997578305812,0.2663176256988206,2.623212643536121
gpt-5.4-mini,1,70d755,mobile,40,0.4463484811130045,0.3869007977831568,2.82551739369484
gpt-5.4-mini,3,70d755,mobile,39,0.27665178119478906,0.34892324291669957,2.741759838349792
gpt-5.4-mini,2,719127,poster,40,0.23954032402466677,0.298087525587504,4.288530967010418
gpt-5.4-mini,1,719127,poster,42,0.18006570737473554,0.30498667501829707,4.559441359681082
gpt-5.4-mini,1,71a0b1,mobile,39,0.36598643117144036,0.3437178185171369,2.4830738255302496
gpt-5.4-mini,1,719c30,poster,40,0.4864390445914398,0.48044461677465206,1.8325211538656327
gpt-5.4-mini,3,719c30,poster,39,0.5086671725648806,0.48422205853003236,2.0612219726897525
gpt-5.4-mini,3,719127,poster,41,0.2427709024100812,0.36377871923564953,3.398097977466676
gpt-5.4-mini,2,719c30,poster,38,0.5451079558855241,0.5098484402426691,1.4863731182997557
gpt-5.4-mini,2,71a0b1,mobile,40,0.33741632030701607,0.3456039129494623,2.761557033732813
gpt-5.4-mini,3,71a0b1,mobile,38,0.03661705971478953,0.20263688352718268,3.7221105485014174
gpt-5.4-mini,1,71e30d,web,40,0.07502772540987168,0.3398420974711424,2.1522147567869463
gpt-5.4-mini,3,71e30d,web,40,0.2069040194176357,0.38311935943076514,1.47143792748735
gpt-5.4-mini,2,71e30d,web,40,0.19557950435905824,0.368275270528773,1.5043940224687546
gpt-5.4-mini,1,71bf79,poster,36,0.19778870085871553,0.27901260729320687,3.949148372181691
gpt-5.4-mini,1,721348,desktop,43,0.1297715390820141,0.2590583976931749,1.7331307075057194
gpt-5.4-mini,2,71bf79,poster,39,0.4782385757644645,0.40069352010995374,3.1921238301358272
gpt-5.4-mini,2,721348,desktop,40,0.287110934139043,0.3149911529110507,1.549209530624437
gpt-5.4-mini,3,71bf79,poster,44,0.47181477603604016,0.38390855853100925,2.9179518074578747
gpt-5.4-mini,3,721348,desktop,40,0.20755176155495636,0.2926261830912987,1.5920889708120327
gpt-5.4-mini,2,72156f,poster,41,-0.219321296699188,0.29382415140965445,1.8634114676894775
gpt-5.4-mini,1,72156f,poster,40,-0.2441942021380704,0.2704252312417477,2.3562351065695246
gpt-5.4-mini,1,72062c,web,39,0.18698807662707906,0.2574967596599562,3.195704443101901
gpt-5.4-mini,3,72156f,poster,42,-0.2562342749914446,0.2791720444092279,1.9074924467726682
gpt-5.4-mini,1,722b8c,poster,41,0.3921026635224908,0.3996730779211562,1.0898934129250881
gpt-5.4-mini,3,72062c,web,43,0.30498236139187074,0.3008713454130225,2.3053849501224657
gpt-5.4-mini,2,722b8c,poster,40,0.3511972977811739,0.38800561001955797,1.1422782327302965
gpt-5.4-mini,2,72062c,web,39,0.20441090819623053,0.28341843285601276,2.7902054808067325
gpt-5.4-mini,3,722b8c,poster,40,0.2679879437593945,0.36378482882078567,1.2107629527855912
gpt-5.4-mini,1,72b54f,desktop,38,0.4253427830431224,0.3781679468346986,1.2272850328153546
gpt-5.4-mini,2,72b54f,desktop,40,0.43169833932244905,0.3587071156564535,1.249966316381992
gpt-5.4-mini,3,72b54f,desktop,39,0.29095039408126844,0.3141356919150622,1.5061851966636581
gpt-5.4-mini,1,72cfd2,desktop,40,0.2829471466717499,0.42458014716712633,1.0982149482697001
gpt-5.4-mini,3,72cfd2,desktop,39,0.3579019725002497,0.42859757803057796,1.1666218791068432
gpt-5.4-mini,2,72cfd2,desktop,40,0.2089621225561026,0.391262953442451,1.2610829394917764
gpt-5.4-mini,3,72aff7,mobile,43,0.2168169302684676,0.3338339286363827,1.9639050248830874
gpt-5.4-mini,1,72aff7,mobile,38,0.2565769597676957,0.3463937133431652,2.3185953383593816
gpt-5.4-mini,1,72e45e,web,46,0.2280556044964068,0.3276913953071499,1.7894536395150984
gpt-5.4-mini,2,72aff7,mobile,39,0.30847604507377024,0.39089261301538863,2.267906681852748
gpt-5.4-mini,2,72e45e,web,46,0.08668234801182206,0.30642511750467155,3.3034407530569414
gpt-5.4-mini,3,72e45e,web,46,-0.01712324643743187,0.24755802785682185,3.2114958130260196
gpt-5.4-mini,1,73386c,desktop,40,0.21076407681765058,0.3762531744158184,1.4886773379906837
gpt-5.4-mini,2,73386c,desktop,40,0.3947455561469031,0.4240895752838637,1.2788776746563322
gpt-5.4-mini,1,731c85,mobile,39,0.14038148382728588,0.3625432645570137,2.0445683758041397
gpt-5.4-mini,3,73386c,desktop,40,0.2439555152707712,0.33365978813476527,2.422945521189368
gpt-5.4-mini,2,731c85,mobile,37,0.20533161577721007,0.3751849002095424,1.7551415130063117
gpt-5.4-mini,1,73ada1,desktop,40,0.16703264356756314,0.283466402769482,1.7401078765321754
gpt-5.4-mini,3,731c85,mobile,32,0.026979413500967227,0.2986694776658446,3.1173331914519418
gpt-5.4-mini,2,73ada1,desktop,45,0.2734375993203322,0.33116825570048314,1.8059428469725116
gpt-5.4-mini,1,733bb9,mobile,40,0.21757711480771447,0.2681609918560721,2.3921896664852973
gpt-5.4-mini,3,73ada1,desktop,39,0.330506151410629,0.3529977912371422,1.7901857847084937
gpt-5.4-mini,2,733bb9,mobile,47,0.13277883061954804,0.2327310335561157,2.411654984891681
gpt-5.4-mini,3,733bb9,mobile,41,0.18771683572715658,0.2643700810981394,2.5009424703270997
gpt-5.4-mini,1,73bdee,web,43,0.18374513504833953,0.4029688649473124,1.350585863721753
gpt-5.4-mini,2,73bdee,web,39,0.03779735521078578,0.3368584866011737,1.915840618510392
gpt-5.4-mini,1,71bc07,poster,40,0.20839710343434936,0.2523646817622024,4.798531839938265
gpt-5.4-mini,3,73bdee,web,46,0.1035505499604458,0.3740826181830174,1.4516315632595906
gpt-5.4-mini,1,73d5d7,web,44,0.11668021900100602,0.2707382068312889,1.9629769276829472
gpt-5.4-mini,3,73d5d7,web,44,0.2759041344802651,0.31473599629963717,1.4495886012618002
gpt-5.4-mini,2,73d5d7,web,40,0.08664943105905681,0.2527534724798755,2.03784403953151
gpt-5.4-mini,2,71bc07,poster,38,0.19469820457703463,0.23137520549381058,4.795739253486709
gpt-5.4-mini,1,742a95,desktop,40,0.4917857489968312,0.47637923772663376,1.015308102974649
gpt-5.4-mini,3,71bc07,poster,40,0.21927813718713654,0.2527452415459951,4.396838189375131
gpt-5.4-mini,2,742a95,desktop,48,0.41808001406976736,0.41593345435458423,1.227676355043255
gpt-5.4-mini,3,742a95,desktop,39,0.2325841105299993,0.37039068215701426,1.4917723075329528
gpt-5.4-mini,1,741c3a,mobile,40,-0.01777851480195206,0.2369134668175562,4.285946066913013
gpt-5.4-mini,1,74afe3,web,40,0.11146044748579581,0.23714567960879318,3.977820597296203
gpt-5.4-mini,2,74afe3,web,41,0.23236446548409215,0.2609270872488023,1.7665444185193186
gpt-5.4-mini,1,74cb9f,poster,41,-0.018933926749971033,0.2465585007988685,3.0203457353719654
gpt-5.4-mini,2,741c3a,mobile,43,0.0054206010791196125,0.24605475629051538,4.416257081913381
gpt-5.4-mini,3,74afe3,web,41,0.14243628500343342,0.26803401983597847,2.4365286223232125
gpt-5.4-mini,2,74cb9f,poster,44,-0.11276354252666645,0.21563631595242772,3.0978161150765056
gpt-5.4-mini,1,74db3f,mobile,39,0.33943753548302424,0.35492051581348055,1.3718821653741755
gpt-5.4-mini,2,74db3f,mobile,39,0.47123326319916725,0.46559322144922444,0.9543926852944348
gpt-5.4-mini,3,74cb9f,poster,46,0.10173266279940987,0.3203974587681066,2.0176417569359524
gpt-5.4-mini,3,74db3f,mobile,40,0.4565244711929099,0.4450131636333823,0.974174177766942
gpt-5.4-mini,3,741c3a,mobile,45,-0.04414482919096138,0.21462234505304725,4.514049887447407
gpt-5.4-mini,1,7527bb,mobile,40,0.10197857831782844,0.3059640196360417,1.3883622475637498
gpt-5.4-mini,2,7527bb,mobile,38,-0.28081086038873543,0.1542801743898365,2.9261023497888874
gpt-5.4-mini,3,7527bb,mobile,39,-0.05914912966423484,0.24758169082993187,1.8168562064120308
gpt-5.4-mini,2,74e427,mobile,40,0.25496862978894713,0.25580971837735017,5.8968337666600785
gpt-5.4-mini,3,74e427,mobile,40,0.1433319332376144,0.30196341728228604,2.6509340955460536
gpt-5.4-mini,3,74edd4,mobile,39,0.03972979404426685,0.2789281527568868,3.856198286521299
gpt-5.4-mini,1,7542d4,poster,38,0.2427572311996353,0.3867026447384512,1.3943903010560792
gpt-5.4-mini,1,74e427,mobile,39,0.27235205150409153,0.36496211537941586,2.787938361772494
gpt-5.4-mini,2,7542d4,poster,40,0.42055860876560636,0.40775328916670417,1.232510647167937
gpt-5.4-mini,1,74edd4,mobile,37,0.06930522565097066,0.26836689040113726,2.985785913915512
gpt-5.4-mini,2,74edd4,mobile,41,-0.00712618833576675,0.2506002815985441,3.9429759089086462
gpt-5.4-mini,3,7542d4,poster,40,0.45743343644750145,0.44737615809782355,1.058261300508137
gpt-5.4-mini,2,75361f,mobile,37,0.07401309758152494,0.2772755166047819,3.881811424997743
gpt-5.4-mini,3,75361f,mobile,39,-0.11087182355119332,0.214521902665966,4.704006597364023
gpt-5.4-mini,1,75361f,mobile,41,-0.07436905205990643,0.2324743155555715,4.599039746356387
gpt-5.4-mini,1,756eac,mobile,40,0.45281732271657227,0.3490698009177803,2.8900446127605752
gpt-5.4-mini,2,755429,mobile,35,0.39874073413655886,0.4013014926059807,1.77962039994798
gpt-5.4-mini,1,755429,mobile,38,0.33410203665308863,0.3558062593506525,2.070163127778684
gpt-5.4-mini,3,755429,mobile,39,0.25380298240943244,0.3130037099036447,3.5188762009748005
gpt-5.4-mini,2,756eac,mobile,41,0.49587424634362776,0.4036674708993059,2.018894719054023
gpt-5.4-mini,2,757ade,mobile,40,-0.05748897487352707,0.25410080941665797,4.10685498117189
gpt-5.4-mini,1,757ade,mobile,39,0.14273422886107118,0.3433087957403949,3.108230685455087
gpt-5.4-mini,3,757ade,mobile,38,0.05976509607317605,0.3173907296614722,3.025380787361228
gpt-5.4-mini,3,756eac,mobile,40,0.4509860522289877,0.3642187757746548,2.677802704407332
gpt-5.4-mini,1,7613f2,desktop,46,0.2037379379156139,0.28534764278499664,2.0873903708679564
gpt-5.4-mini,2,7613f2,desktop,41,0.4277834831148605,0.3700709836951618,1.447749473632355
gpt-5.4-mini,3,7613f2,desktop,40,0.5456202545860305,0.4023073916864806,1.2541666294215474
gpt-5.4-mini,2,75c4ec,poster,38,0.12394479479950393,0.3435917396784187,2.205330259243951
gpt-5.4-mini,1,75c4ec,poster,40,0.04663023573068023,0.2896588676770891,2.4068052344734285
gpt-5.4-mini,3,75c4ec,poster,39,0.2976986834329081,0.3631540571088935,1.4890407293480348
gpt-5.4-mini,1,759dc4,mobile,36,0.2885449473901237,0.3391403737898319,2.780443937458074
gpt-5.4-mini,3,759dc4,mobile,41,0.2018500067789969,0.3207356977309612,3.1973602713634115
gpt-5.4-mini,1,762fc4,desktop,43,0.3663068061670097,0.2973442125762171,1.4613637910503345
gpt-5.4-mini,1,761c36,web,43,0.13003543843243898,0.3301155700553273,1.913344691244112
gpt-5.4-mini,2,759dc4,mobile,44,0.23609976730322413,0.3630751474352102,2.062858157250034
gpt-5.4-mini,3,761c36,web,45,0.23458813946596946,0.36745109189896846,1.58204017616794
gpt-5.4-mini,2,762fc4,desktop,39,0.5089557669082797,0.32425266636184447,1.3260432434523606
gpt-5.4-mini,2,761c36,web,43,0.11758292971686775,0.2991459832965573,3.0137035436293163
gpt-5.4-mini,3,762fc4,desktop,43,0.5584135076199113,0.3777464306707555,1.0948953597477633
gpt-5.4-mini,2,763161,mobile,40,0.343101891104589,0.40645386425402813,1.1327235680531236
gpt-5.4-mini,1,763161,mobile,44,0.3488700612757447,0.4126272521493384,1.078229808934645
gpt-5.4-mini,3,763161,mobile,38,0.3163377928988407,0.38537949674010913,1.3248937805558492
gpt-5.4-mini,1,76822c,desktop,45,0.30674506810214763,0.3395245029251647,2.568344648280557
gpt-5.4-mini,2,76822c,desktop,45,0.27395405037008214,0.32270128482162674,3.3186284090472586
gpt-5.4-mini,3,76822c,desktop,40,0.26232815119301645,0.32407985105072334,2.2040766297235135
gpt-5.4-mini,2,763560,desktop,42,0.17097120208188876,0.38455208509286765,1.5098471483612887
gpt-5.4-mini,1,763560,desktop,40,0.21316636851722665,0.3836695338812341,1.5648647297427838
gpt-5.4-mini,3,763560,desktop,42,0.12863225174688786,0.33773433319643253,2.0649697966855265
gpt-5.4-mini,1,76b63f,desktop,40,0.4225156741331354,0.44781269674045554,1.1219047241705145
gpt-5.4-mini,2,76b63f,desktop,40,0.1289104449243764,0.32217093506914063,1.9396896725778958
gpt-5.4-mini,3,76b63f,desktop,41,0.26744166300959127,0.37567007050274437,1.515302220702437
gpt-5.4-mini,2,76dc6b,poster,39,0.20724072460702614,0.3278516230050423,1.9730887314921557
gpt-5.4-mini,1,76dc6b,poster,39,0.29882183357021164,0.3171685642555012,1.524780617473442
gpt-5.4-mini,3,76dc6b,poster,45,0.15890641237281491,0.287434758039091,1.6817271042339437
gpt-5.4-mini,1,774bc4,web,36,-0.12442883204595459,0.2637531721378741,2.229836218520455
gpt-5.4-mini,3,774bc4,web,41,-0.13439870827347924,0.22421303293277733,2.6209035280340225
gpt-5.4-mini,2,774bc4,web,40,-0.2730809166350264,0.20873577703963853,3.0226752614641685
gpt-5.4-mini,2,773f17,web,40,0.12679199273547487,0.40864910326302295,1.327801078575194
gpt-5.4-mini,3,773f17,web,40,0.06165939256649426,0.3536270301202993,1.6403415161616026
gpt-5.4-mini,1,773f17,web,40,0.20301266840039503,0.42116384011952646,1.4549077583588708
gpt-5.4-mini,2,7760b5,desktop,40,0.2904369072488908,0.28244210948299464,1.955960800453617
gpt-5.4-mini,1,7760b5,desktop,45,0.32571543402015124,0.3027620544409275,1.6799290107071925
gpt-5.4-mini,3,7760b5,desktop,45,0.2226023074268334,0.2701183596098849,1.9030144189495268
gpt-5.4-mini,2,76e1d9,mobile,35,0.14237806071993006,0.28776378222186844,3.044065468662402
gpt-5.4-mini,1,76e1d9,mobile,40,0.04101570272524767,0.2523837343812256,4.363145130074543
gpt-5.4-mini,3,76e1d9,mobile,37,-0.09298390913054329,0.16591034346952893,6.131448592617094
gpt-5.4-mini,1,781b7e,web,44,0.19983560954613422,0.2855662140176342,3.6286719641663683
gpt-5.4-mini,2,781b7e,web,40,0.09899069597856167,0.2868072267861486,2.011856698076847
gpt-5.4-mini,1,7786e5,poster,40,0.22849162474532814,0.35418778461546707,3.108167040872854
gpt-5.4-mini,3,781b7e,web,45,0.010477197785303054,0.2704865680730225,2.5773410253885927
gpt-5.4-mini,3,7786e5,poster,38,0.19760571510962288,0.32045408870273706,3.383342728055819
gpt-5.4-mini,2,7786e5,poster,42,0.1448036813879845,0.3194560375515546,3.9918208500867625
gpt-5.4-mini,3,786754,desktop,40,0.6395786180690727,0.4830571530656177,1.0306543087662974
gpt-5.4-mini,1,786754,desktop,40,0.6414669633988778,0.48180711916919194,0.9898909172600515
gpt-5.4-mini,2,786754,desktop,36,0.4917423647035875,0.39075690970756494,1.3359761299318997
gpt-5.4-mini,1,787aa3,web,40,0.36564874026149385,0.3955676093766134,1.2571281758588526
gpt-5.4-mini,2,787aa3,web,39,0.17768180949369294,0.3395474132377728,1.680624601797209
gpt-5.4-mini,3,787aa3,web,40,0.29687878374746907,0.4199527349344282,1.2856925944984074
gpt-5.4-mini,2,78666b,mobile,34,0.1945271658042674,0.3611644671346792,2.251033969318068
gpt-5.4-mini,1,78666b,mobile,37,0.13460162266987405,0.33820051684380736,3.041023884534388
gpt-5.4-mini,3,78666b,mobile,45,0.05715770126568212,0.30492625527996287,3.578138436405032
gpt-5.4-mini,1,7881e5,web,38,0.25222735404816016,0.43067548217455565,1.0847396829683444
gpt-5.4-mini,2,7881e5,web,41,0.03532289323277217,0.34282850181219904,1.6879387547749634
gpt-5.4-mini,3,7881e5,web,40,0.043951275528031755,0.3380685365565435,1.6891011924907202
gpt-5.4-mini,3,78b10c,desktop,41,0.08128168410678029,0.28046544407928675,1.7657030723376588
gpt-5.4-mini,1,78b10c,desktop,40,-0.09331797751897566,0.19206393997824564,2.3346875051991094
gpt-5.4-mini,2,78b10c,desktop,41,0.014449312377327937,0.2554867671041703,1.9199666442105263
gpt-5.4-mini,1,781596,poster,48,0.06537784238261016,0.2736123918717478,4.591136050289084
gpt-5.4-mini,1,78ddbd,web,39,0.1457242563199526,0.3391094773573243,1.5397615960155044
gpt-5.4-mini,3,78ddbd,web,40,-0.012001668698808702,0.2968597752661166,1.7436147130077235
gpt-5.4-mini,2,781596,poster,43,0.0807575564182596,0.28793834639437893,4.09671989745996
gpt-5.4-mini,2,78ddbd,web,40,-0.045686633086689854,0.2559364342637622,2.048436774516447
gpt-5.4-mini,3,781596,poster,43,0.10626026692427638,0.28611805715344024,4.108552875645941
gpt-5.4-mini,1,78fccc,web,40,0.07074575041851675,0.2578570132263448,2.5754512402474457
gpt-5.4-mini,2,78fccc,web,45,0.11809966633409355,0.27339237371766223,2.3898033955963043
gpt-5.4-mini,1,78cb76,poster,40,0.6432888455745804,0.5133957661320225,1.2779890576838653
gpt-5.4-mini,3,78fccc,web,44,0.2641641594467069,0.3199779432887468,1.6117780713641598
gpt-5.4-mini,2,78cb76,poster,40,0.5804502963797554,0.49073295986435495,1.4091574425882012
gpt-5.4-mini,3,78cb76,poster,44,0.5943980874714789,0.4865436786206947,1.20183264255504
gpt-5.4-mini,1,79e0cc,desktop,44,0.6308744856572012,0.38537184346558784,1.1279128883243632
gpt-5.4-mini,1,79672d,mobile,39,0.15739465972483546,0.3579683034904169,2.3852576093932396
gpt-5.4-mini,3,79672d,mobile,40,0.1876368267399669,0.35092471280849413,2.4995274988848255
gpt-5.4-mini,2,79672d,mobile,37,0.132968923897047,0.3366397541028706,2.4864652025773015
gpt-5.4-mini,3,79e0cc,desktop,40,0.6154947083442267,0.4218748249339411,1.0521064240867792
gpt-5.4-mini,2,79e0cc,desktop,40,0.5971264816746233,0.39707294291886724,1.1295088515860696
gpt-5.4-mini,1,79dba2,poster,43,0.16932429755816228,0.3768433403104456,2.847466117487569
gpt-5.4-mini,2,79dba2,poster,41,0.4836612031934252,0.49314863153363186,1.1490232317487226
gpt-5.4-mini,3,79dba2,poster,38,0.32308177330225574,0.43755446388478053,1.324180948638267
gpt-5.4-mini,1,7ac1c6,web,39,0.09584785489165937,0.3716064343870005,1.8742745837492971
gpt-5.4-mini,1,7a9967,mobile,37,0.14467460384183758,0.2739502414941925,3.685670879876211
gpt-5.4-mini,2,7ac1c6,web,41,0.25551200883172864,0.4459613183388228,1.1911289987798495
gpt-5.4-mini,2,7a9967,mobile,39,0.04768556161323645,0.226121806325318,4.872455119274425
gpt-5.4-mini,1,7aad84,poster,40,0.6257627247902848,0.5781616969484821,1.356616395264673
gpt-5.4-mini,2,7aad84,poster,40,0.5789822012123583,0.5464672139830647,1.3790203751552246
gpt-5.4-mini,3,7aad84,poster,40,0.6893712368324697,0.5990605058081953,1.203092109750402
gpt-5.4-mini,3,7a9967,mobile,40,0.13873389725356833,0.2667574538514754,3.112571542536616
gpt-5.4-mini,3,7ac1c6,web,37,0.27318530152093456,0.42053694082228443,1.296032913658775
gpt-5.4-mini,2,7ace2f,poster,42,0.16591213836760269,0.42144805780468586,1.369520449943663
gpt-5.4-mini,1,7ace2f,poster,38,0.07160069642673819,0.3905895323143187,2.3980855343024814
gpt-5.4-mini,3,7ace2f,poster,42,0.19777192242007202,0.41640381107170016,1.8250618264401555
gpt-5.4-mini,1,7afd03,mobile,39,0.23070234181504437,0.3388151306290744,2.3288393120183475
gpt-5.4-mini,2,7afd03,mobile,38,0.25965550095615586,0.36379799179323313,2.4567813700269716
gpt-5.4-mini,1,7b3c72,mobile,40,0.07242517536511407,0.23755412381151653,4.219827861587475
gpt-5.4-mini,2,7b6601,web,40,0.10116493157631114,0.3015036353220537,1.8098851300443184
gpt-5.4-mini,3,7afd03,mobile,40,0.3348120277037046,0.40934672064337607,2.2046977305087196
gpt-5.4-mini,1,7b6601,web,41,0.21269281965241849,0.3705441650355973,1.5293392982355583
gpt-5.4-mini,2,7b3c72,mobile,41,-0.018866863019989757,0.22096617536611063,4.64504721159704
gpt-5.4-mini,3,7b6601,web,40,0.25115465527673453,0.36686799449940727,1.4139525248759903
