model,image_id,category,sigma,CC,SIM,KL
gemini-3.1-flash-lite,8afe09,mobile,40.0,0.47339149550094206,0.4801155507745476,1.7691139036386232
gemini-3.1-flash-lite,8afe09,mobile,60.0,0.6315259318392099,0.6329954509978789,0.8374443441430801
gemini-3.1-flash-lite,cdcaf8,mobile,20.0,0.12761991176408033,0.1790821515056963,6.011382702659145
gemini-3.1-flash-lite,cdcaf8,mobile,40.0,0.20742752497976846,0.36741575904970103,2.785541601484656
gemini-3.1-flash-lite,cdcaf8,mobile,60.0,0.2749879182754458,0.4840742809534745,1.3587941116703184
gemini-3.1-flash-lite,f08c55,mobile,20.0,0.3047283339815753,0.31482654912155345,3.9196647375654354
gemini-3.1-flash-lite,f08c55,mobile,40.0,0.5091078015992005,0.5421927327656032,1.0973787638591919
gemini-3.1-flash-lite,f08c55,mobile,60.0,0.6127041386311005,0.6311898732559806,0.5798481559417812
gemini-3.1-flash-lite,93f7fb,mobile,20.0,0.06885151913493393,0.17494285162926254,6.0631745928568295
gemini-3.1-flash-lite,93f7fb,mobile,40.0,0.145793260963278,0.3854030165263157,2.4077920365233494
gemini-3.1-flash-lite,93f7fb,mobile,60.0,0.2459867076885629,0.5305829988331632,1.0189502889079447
gemini-3.1-flash-lite,9073f0,mobile,20.0,-0.011100300808191993,0.13292575041543864,6.839502282464831
gemini-3.1-flash-lite,9073f0,mobile,40.0,-0.021480700207188484,0.322057289811892,3.612802932440629
gemini-3.1-flash-lite,9073f0,mobile,60.0,-0.02617526580237582,0.444944035143375,1.7925803433267364
gemini-3.1-flash-lite,c75d3f,mobile,20.0,0.2583459402217403,0.26030927934265746,5.033335387277025
gemini-3.1-flash-lite,c75d3f,mobile,40.0,0.43399255659611036,0.45191646660303325,1.9439547836600242
gemini-3.1-flash-lite,c75d3f,mobile,60.0,0.5579449264960628,0.5484675002387936,1.0249448657124107
gemini-3.1-flash-lite,a42b4e,mobile,20.0,0.026320477266883593,0.14691231495455226,6.553033952129825
gemini-3.1-flash-lite,a42b4e,mobile,40.0,0.030865427429213645,0.28930382746716543,4.218651439523274
gemini-3.1-flash-lite,a42b4e,mobile,60.0,0.031102532260492755,0.35695144426951664,2.7274622613808144
gemini-3.1-flash-lite,dcf870,mobile,20.0,0.23819544492774689,0.34993993825536884,2.8068890292937088
gemini-3.1-flash-lite,dcf870,mobile,40.0,0.3786620595997344,0.5154400759322044,0.9715290268031969
gemini-3.1-flash-lite,dcf870,mobile,60.0,0.4499034051300086,0.5366710141632944,0.7652491649115057
gemini-3.1-flash-lite,da1a17,mobile,20.0,0.02151672701978721,0.10557587004103572,7.296640171366517
gemini-3.1-flash-lite,da1a17,mobile,40.0,0.04546394637974731,0.2628192103431215,4.124808147801777
gemini-3.1-flash-lite,da1a17,mobile,60.0,0.06871089520075699,0.3733436435193884,2.2934327086986315
gemini-3.1-flash-lite,e1f7b0,mobile,20.0,0.19813953462030048,0.21995132062763312,5.57892894306462
gemini-3.1-flash-lite,e1f7b0,mobile,40.0,0.3072912614558752,0.39502196402902445,2.413638745822243
gemini-3.1-flash-lite,e1f7b0,mobile,60.0,0.37900265385915266,0.4882419961410055,1.2778267350909216
gemini-3.1-flash-lite,598d81,mobile,20.0,0.14004675252903298,0.31283892589308215,3.414248269382969
gemini-3.1-flash-lite,598d81,mobile,40.0,0.29658814356627416,0.4272825918762906,1.131768980505073
gemini-3.1-flash-lite,598d81,mobile,60.0,0.4036229713488723,0.45562206378190884,0.8881851944719082
gemini-3.1-flash-lite,39fa7c,mobile,20.0,0.19821541837104834,0.20362565274715352,5.6664533332198594
gemini-3.1-flash-lite,39fa7c,mobile,40.0,0.3254012474127799,0.380964328069197,3.2254864879478378
gemini-3.1-flash-lite,39fa7c,mobile,60.0,0.4025497073660812,0.45541667483857884,2.054452557213112
gemini-3.1-flash-lite,88fed8,mobile,20.0,0.42635978078460735,0.32975042654137726,3.723413768497849
gemini-3.1-flash-lite,88fed8,mobile,40.0,0.6496819887828275,0.5413900104485949,1.596963322244709
gemini-3.1-flash-lite,88fed8,mobile,60.0,0.7209837466329678,0.6067734529891511,1.0098575703943067
gemini-3.1-flash-lite,f1d7fa,mobile,20.0,0.483009705745162,0.4549624296425144,2.639369542340389
gemini-3.1-flash-lite,f1d7fa,mobile,40.0,0.6399871961944983,0.5596666682668947,1.0651049669924904
gemini-3.1-flash-lite,f1d7fa,mobile,60.0,0.6647779780750268,0.545596882314439,0.7340966993478042
gemini-3.1-flash-lite,17b8da,poster,20.0,0.2666173470773545,0.43445657688274686,1.6644759594118033
gemini-3.1-flash-lite,17b8da,poster,40.0,0.36908372767727615,0.5211569243052971,0.8161511374707924
gemini-3.1-flash-lite,17b8da,poster,60.0,0.3977509649333443,0.5339886307939326,0.7019632485492642
gemini-3.1-flash-lite,13f898,mobile,20.0,0.37895602458173616,0.34923343215722263,3.343406120696003
gemini-3.1-flash-lite,13f898,mobile,40.0,0.6617126501939521,0.5745748589092584,1.1346618378803446
gemini-3.1-flash-lite,13f898,mobile,60.0,0.7743518583579914,0.635694942624522,0.6249986856677392
gemini-3.1-flash-lite,fc4494,mobile,20.0,0.1971437475026684,0.3429625056453188,3.244043592748266
gemini-3.1-flash-lite,fc4494,mobile,40.0,0.32075046523230044,0.5417315593456491,0.8945523531977101
gemini-3.1-flash-lite,fc4494,mobile,60.0,0.4186421082775369,0.6134221229524713,0.5471208413509401
gemini-3.1-flash-lite,93562f,mobile,20.0,0.05917710159992045,0.1394663786536958,6.7157037717726835
gemini-3.1-flash-lite,93562f,mobile,40.0,0.0826607038092887,0.2766185888388447,4.007438331387716
gemini-3.1-flash-lite,93562f,mobile,60.0,0.09251425446754619,0.3622082030781236,2.238766217738977
gemini-3.1-flash-lite,305533,poster,20.0,0.31567350394678195,0.4640167966645307,1.2877304248410677
gemini-3.1-flash-lite,305533,poster,40.0,0.44920264760518536,0.5252710034240674,0.7304372890970229
gemini-3.1-flash-lite,305533,poster,60.0,0.48324267401928067,0.51042198683431,0.7663138351366737
gemini-3.1-flash-lite,ebd305,poster,20.0,0.2814609663795536,0.45457537914876356,1.7674260577193015
gemini-3.1-flash-lite,ebd305,poster,40.0,0.35657440101528004,0.5060388634069188,0.8491332350751227
gemini-3.1-flash-lite,ebd305,poster,60.0,0.31639960315962035,0.4927619074044106,0.8270569369686038
gemini-3.1-flash-lite,c41f2f,poster,20.0,-0.08062772532809023,0.23271675369536182,5.109765845459704
gemini-3.1-flash-lite,c41f2f,poster,40.0,-0.1687882188371912,0.3893246819831857,1.529013883609828
gemini-3.1-flash-lite,c41f2f,poster,60.0,-0.26572582784178767,0.4367987657017004,1.0613015661426044
gemini-3.1-flash-lite,368917,mobile,20.0,0.2873043049242069,0.1801976014722032,6.413482283556667
gemini-3.1-flash-lite,368917,mobile,40.0,0.4712212928223141,0.34579846808737064,4.1288820847117425
gemini-3.1-flash-lite,368917,mobile,60.0,0.5809752590815016,0.44326161495602767,2.5974606026856213
gemini-3.1-flash-lite,22eaed,poster,20.0,0.12491182651683262,0.31242982005586245,3.414737227516747
gemini-3.1-flash-lite,22eaed,poster,40.0,0.23137998739057408,0.3960179103825993,1.594351830456106
gemini-3.1-flash-lite,22eaed,poster,60.0,0.28207686573793567,0.3941783335101845,1.2534412582246746
gemini-3.1-flash-lite,93749b,poster,20.0,0.16410514000690296,0.4637502049839149,1.293832528222428
gemini-3.1-flash-lite,93749b,poster,40.0,0.2863262650149163,0.5281188213275314,0.7436066617851402
gemini-3.1-flash-lite,93749b,poster,60.0,0.3590323227586383,0.5248172266185651,0.7203240401859162
gemini-3.1-flash-lite,9bf988,mobile,20.0,0.16240363542718617,0.22509127960169634,5.103465853576324
gemini-3.1-flash-lite,9bf988,mobile,40.0,0.3124760697709961,0.4092812481256918,2.6389779760622885
gemini-3.1-flash-lite,9bf988,mobile,60.0,0.38130962918163336,0.468916138930181,1.7236567370905571
gemini-3.1-flash-lite,bd7a8b,poster,20.0,0.09915773440242553,0.24852176519419017,4.969415704141513
gemini-3.1-flash-lite,bd7a8b,poster,40.0,0.15322186972197838,0.3576644688267627,1.7170011385823731
gemini-3.1-flash-lite,bd7a8b,poster,60.0,0.20033711245173894,0.4151644407630193,1.107705012789144
gemini-3.1-flash-lite,f0773e,poster,20.0,0.2719094134439044,0.4050103191029333,2.5765789367220835
gemini-3.1-flash-lite,f0773e,poster,40.0,0.442832283147787,0.6428034139709651,0.5340589565283392
gemini-3.1-flash-lite,f0773e,poster,60.0,0.5299401409817845,0.7113223877307602,0.2944830600314134
gemini-3.1-flash-lite,b5edbf,poster,20.0,0.18217114119929767,0.2489855648202373,5.117948936116246
gemini-3.1-flash-lite,b5edbf,poster,40.0,0.31435748621620063,0.4721874023655206,1.7496144548220283
gemini-3.1-flash-lite,b5edbf,poster,60.0,0.37686142409609735,0.5616121288586868,0.8163076419037606
gemini-3.1-flash-lite,540107,poster,20.0,0.37136468008411927,0.4367411500082386,1.3518891568188667
gemini-3.1-flash-lite,540107,poster,40.0,0.4602159588432958,0.4824251544448853,0.8505474011151593
gemini-3.1-flash-lite,540107,poster,60.0,0.42933580542278565,0.46334724657722737,0.9241178100538928
gemini-3.1-flash-lite,a965f4,poster,20.0,0.20580085683904203,0.3508342641494304,3.4832928396854292
gemini-3.1-flash-lite,a965f4,poster,40.0,0.36424526283640435,0.6024255735567385,0.8286747266888854
gemini-3.1-flash-lite,a965f4,poster,60.0,0.451694960411961,0.6894794386476735,0.3915580197020637
gemini-3.1-flash-lite,56ed0e,poster,20.0,0.11543787962034138,0.24418769914917576,5.07721377033901
gemini-3.1-flash-lite,56ed0e,poster,40.0,0.2117518525731482,0.4310083073566311,1.8413291266246719
gemini-3.1-flash-lite,56ed0e,poster,60.0,0.2935313975292546,0.5270636200088704,0.9862185725579143
gemini-3.1-flash-lite,98ae63,poster,20.0,0.3700473000022133,0.28817132365199516,5.050438657665713
gemini-3.1-flash-lite,98ae63,poster,40.0,0.521168613916529,0.4198722866983815,3.079859873218934
gemini-3.1-flash-lite,98ae63,poster,60.0,0.6181671744688947,0.498655829818052,1.9958420608498058
gemini-3.1-flash-lite,00f742,poster,20.0,0.6297256536574141,0.6546374998879936,0.42823436201621456
gemini-3.1-flash-lite,00f742,poster,40.0,0.6006008434407135,0.6254482702888788,0.453827169966002
gemini-3.1-flash-lite,00f742,poster,60.0,0.5475469637930128,0.5751175466951961,0.5621130610968228
gemini-3.1-flash-lite,a18b8d,poster,20.0,0.29268327054602516,0.35586022144297697,4.285607038220406
gemini-3.1-flash-lite,a18b8d,poster,40.0,0.4191720476787921,0.44184435753778756,2.5303614489885864
gemini-3.1-flash-lite,a18b8d,poster,60.0,0.4555197599221899,0.4652841869452633,1.8235625761982563
gemini-3.1-flash-lite,5e22c9,poster,20.0,0.5368357130097731,0.5514153328443064,0.7113103058867432
gemini-3.1-flash-lite,5e22c9,poster,40.0,0.5510710326830106,0.5124807943916845,0.7411261639926641
gemini-3.1-flash-lite,5e22c9,poster,60.0,0.5168434965231663,0.46390830102198655,0.8741059614805983
gemini-3.1-flash-lite,5bfe3d,poster,20.0,0.02127292451217326,0.16141806549827373,6.512035522975476
gemini-3.1-flash-lite,5bfe3d,poster,40.0,0.05726941962261873,0.3064660668727667,3.5600235239227165
gemini-3.1-flash-lite,5bfe3d,poster,60.0,0.09564945168162521,0.3765255053288442,2.0272155502075364
gemini-3.1-flash-lite,0f5056,poster,20.0,0.08887280099324149,0.23349430135583515,4.797420986210419
gemini-3.1-flash-lite,0f5056,poster,40.0,0.1582653526712224,0.36172580461679144,1.6619909618589608
gemini-3.1-flash-lite,0f5056,poster,60.0,0.22380507495667468,0.4032631272408152,1.1197857527916404
gemini-3.1-flash-lite,e9f3a6,poster,20.0,0.34754812253031886,0.6236113529429069,0.5515976175331796
gemini-3.1-flash-lite,e9f3a6,poster,40.0,0.35026184314546804,0.6486755857577124,0.3977839606149055
gemini-3.1-flash-lite,e9f3a6,poster,60.0,0.2865983455945507,0.6375648282243288,0.4167777882453446
gemini-3.1-flash-lite,b80cf5,poster,20.0,0.16043528134977852,0.30486968355043687,3.739811309318027
gemini-3.1-flash-lite,b80cf5,poster,40.0,0.2820651149663597,0.4905742963372942,1.428626248607037
gemini-3.1-flash-lite,b80cf5,poster,60.0,0.3316210416799771,0.5310483612694843,0.8788960634709313
claude-sonnet-4.6,00ee0c,poster,20.0,0.0421270818616464,0.029127163103928218,6.451713273694098
claude-sonnet-4.6,00ee0c,poster,40.0,0.08412123272348111,0.0877332842654169,5.716800259276219
claude-sonnet-4.6,00ee0c,poster,60.0,0.12591831653963104,0.1588152736898567,4.82607914352331
gemini-3.1-flash-lite,647100,poster,20.0,0.14238710918481845,0.1405289815560085,6.467391953339689
gemini-3.1-flash-lite,647100,poster,40.0,0.26317730300467745,0.3306710990498892,3.3901041641487106
gemini-3.1-flash-lite,647100,poster,60.0,0.35291700775500867,0.48351244323992376,1.5864171773053726
gemini-3.1-flash-lite,628c6e,poster,20.0,0.04622939131253759,0.16282063017470344,6.395106177566808
gemini-3.1-flash-lite,628c6e,poster,40.0,0.08252688494294409,0.3248255900404585,3.263763765867147
gemini-3.1-flash-lite,628c6e,poster,60.0,0.11874981021245479,0.42191984242732006,1.7834238964579574
gemini-3.1-flash-lite,a7f12f,poster,20.0,0.48852230017701254,0.4695738560662927,2.1604874585048846
gemini-3.1-flash-lite,a7f12f,poster,40.0,0.5551675048757779,0.5788219820384576,0.7050668572886472
gemini-3.1-flash-lite,a7f12f,poster,60.0,0.5031229490081015,0.5609973382792058,0.6385416004821886
gemini-3.1-flash-lite,ea01c0,poster,20.0,0.5562986142929797,0.5516997418362566,0.7056491009191168
gemini-3.1-flash-lite,ea01c0,poster,40.0,0.6702239575721685,0.5939096219804094,0.5416786133639623
gemini-3.1-flash-lite,ea01c0,poster,60.0,0.6458514551035324,0.5364389647878413,0.6641469166210564
gemini-3.1-flash-lite,457f63,poster,20.0,0.2040025404716927,0.23938591872143267,5.260144759267785
gemini-3.1-flash-lite,457f63,poster,40.0,0.28201258484342895,0.3382286582299027,3.1626303191631524
gemini-3.1-flash-lite,457f63,poster,60.0,0.3109052849769733,0.3673913752400445,2.217077656775639
gemini-3.1-flash-lite,8fcaf4,poster,20.0,0.09567678588295991,0.14290226717603274,6.630967973561191
gemini-3.1-flash-lite,8fcaf4,poster,40.0,0.171331443550373,0.3220572009617061,3.2156870613462925
gemini-3.1-flash-lite,8fcaf4,poster,60.0,0.22467630817861223,0.4356391511666252,1.4788680930485396
gemini-3.1-flash-lite,7f0091,poster,20.0,-0.05762415643268675,0.2236903048020615,5.823447783059514
gemini-3.1-flash-lite,7f0091,poster,40.0,-0.10815624394035146,0.3665675453908076,2.665987850184995
gemini-3.1-flash-lite,7f0091,poster,60.0,-0.1640261982055112,0.4120942304739502,1.3975426040483816
gemini-3.1-flash-lite,964f81,poster,20.0,0.3239939292162307,0.49475126723523966,1.1777164300017178
gemini-3.1-flash-lite,964f81,poster,40.0,0.29823589049413457,0.5335930918077275,0.7000688363032915
gemini-3.1-flash-lite,964f81,poster,60.0,0.24951133437806833,0.5182546563868637,0.7306527006639675
gemini-3.1-flash-lite,f7c681,poster,20.0,0.3745405410265549,0.3042624142872806,4.349164846268177
gemini-3.1-flash-lite,f7c681,poster,40.0,0.5982784497354415,0.538969375047425,2.0353877798645463
gemini-3.1-flash-lite,f7c681,poster,60.0,0.6750953687233068,0.6276456142666923,1.0778251544700945
gemini-3.1-flash-lite,7cd2e0,poster,20.0,0.30249447450327943,0.3587198390276996,3.731561772516813
gemini-3.1-flash-lite,7cd2e0,poster,40.0,0.4220388300257123,0.5261547973916574,1.7404169909042715
gemini-3.1-flash-lite,7cd2e0,poster,60.0,0.45345378375815554,0.5669731567771334,1.0331089806728444
gemini-3.1-flash-lite,5ee443,poster,20.0,0.23451275362704546,0.3407583187820465,3.920112337811776
gemini-3.1-flash-lite,5ee443,poster,40.0,0.38754478566340167,0.5435039373375724,1.1230631326985159
gemini-3.1-flash-lite,5ee443,poster,60.0,0.49144901461949847,0.6492522781974652,0.5097291052703646
gemini-3.1-flash-lite,ce5b5c,poster,20.0,-0.017757028573550167,0.23886268287991405,5.124731577935272
gemini-3.1-flash-lite,ce5b5c,poster,40.0,-0.035840738479301006,0.4508750177260904,1.7230678756274203
gemini-3.1-flash-lite,ce5b5c,poster,60.0,-0.059551218863822725,0.5343956979933948,0.8528435619062957
gemini-3.1-flash-lite,0bce2b,poster,20.0,0.2247350913568259,0.4233066374393277,2.430757283697951
gemini-3.1-flash-lite,0bce2b,poster,40.0,0.38390052613664116,0.5954490138212889,0.7367573266656643
gemini-3.1-flash-lite,0bce2b,poster,60.0,0.46461448435698227,0.6237098220165714,0.5328118449165486
gemini-3.1-flash-lite,6763e2,poster,20.0,0.14951975597207068,0.1889659043088138,5.783549584503429
gemini-3.1-flash-lite,6763e2,poster,40.0,0.21580992003418364,0.375392119653868,2.157865423915613
gemini-3.1-flash-lite,6763e2,poster,60.0,0.2216567829902647,0.49345283069946577,0.9830930390842684
gemini-3.1-flash-lite,0e136e,poster,20.0,0.07613894371178562,0.25526527995187503,4.990162032797411
gemini-3.1-flash-lite,0e136e,poster,40.0,0.1323012532046987,0.39021719479933115,1.8301055618597053
gemini-3.1-flash-lite,0e136e,poster,60.0,0.18164512699172586,0.4107367013052997,1.225580846448777
gemini-3.1-flash-lite,168b3b,poster,20.0,0.2801004969479981,0.27173672099887664,5.324641399768565
gemini-3.1-flash-lite,168b3b,poster,40.0,0.39341867616551873,0.3847492262864898,2.7812350570816555
gemini-3.1-flash-lite,168b3b,poster,60.0,0.45051632902164385,0.45310273224888153,1.5437306809006084
gemini-3.1-flash-lite,bec3fa,poster,20.0,0.17012100470551694,0.28341139813725147,4.5347448652763065
gemini-3.1-flash-lite,bec3fa,poster,40.0,0.2638914868951374,0.4247890834613759,1.976768515111436
gemini-3.1-flash-lite,bec3fa,poster,60.0,0.29130984770039914,0.48034659169776317,1.1134971286898814
gemini-3.1-flash-lite,298ce9,poster,20.0,0.1937062751815523,0.16814316456425213,5.970682722264389
gemini-3.1-flash-lite,298ce9,poster,40.0,0.34872882725824117,0.3661712228297048,2.5762756942137
gemini-3.1-flash-lite,298ce9,poster,60.0,0.4543075241375223,0.4941913263523514,1.1980089356512935
gemini-3.1-flash-lite,7ace2f,poster,20.0,0.07011958127980926,0.21122428401471988,5.492627693960737
gemini-3.1-flash-lite,7ace2f,poster,40.0,0.13797668035320781,0.4357005512922928,1.8762553506027184
gemini-3.1-flash-lite,7ace2f,poster,60.0,0.20902194775616253,0.5486500696136507,0.8019808382438884
gemini-3.1-flash-lite,f2cbaa,poster,20.0,0.19078137515601287,0.15403653290186348,6.814646942605282
gemini-3.1-flash-lite,f2cbaa,poster,40.0,0.3779433176715068,0.383412023854633,2.9910750817578347
gemini-3.1-flash-lite,f2cbaa,poster,60.0,0.5169068434040183,0.5503564809200867,1.1805314110234528
gemini-3.1-flash-lite,557221,poster,20.0,0.24277921919729906,0.218087087810643,5.904706408406412
gemini-3.1-flash-lite,557221,poster,40.0,0.38813360343820946,0.3966281590325881,3.558372104752054
gemini-3.1-flash-lite,557221,poster,60.0,0.47479075444813423,0.511458921546863,2.2857159408264467
gemini-3.1-flash-lite,dd0d82,poster,20.0,0.134634689427165,0.2517973490959353,4.395782201487654
gemini-3.1-flash-lite,dd0d82,poster,40.0,0.136416759795903,0.32547973323219415,2.119404921020875
gemini-3.1-flash-lite,dd0d82,poster,60.0,0.14223780978141876,0.3394429644861455,1.4456260525008697
gemini-3.1-flash-lite,5f562b,poster,20.0,0.06431518421515574,0.15894730488727493,6.200253690563934
gemini-3.1-flash-lite,5f562b,poster,40.0,0.12557180688840636,0.34878274817718924,3.006686993051023
gemini-3.1-flash-lite,5f562b,poster,60.0,0.17279082104504265,0.4673361064690315,1.4540953789241535
gemini-3.1-flash-lite,51db8e,poster,20.0,0.07090535150981399,0.10960636273832615,6.876102212823807
gemini-3.1-flash-lite,51db8e,poster,40.0,0.13376323664501666,0.25101263620756464,4.514882347836292
gemini-3.1-flash-lite,51db8e,poster,60.0,0.18434597720610518,0.36045565730185297,2.904013538857308
gemini-3.1-flash-lite,edbb42,web,20.0,0.04549181484585964,0.22202791353698298,5.840046358751321
gemini-3.1-flash-lite,edbb42,web,40.0,0.013164437644300728,0.3017514307787389,2.662013504870292
gemini-3.1-flash-lite,edbb42,web,60.0,-0.03999433597085651,0.32261805176987407,1.886015261246314
gemini-3.1-flash-lite,24ff3e,poster,20.0,0.347565492139852,0.3098329512247703,3.832060424906893
gemini-3.1-flash-lite,24ff3e,poster,40.0,0.49357118604237404,0.44493401806245236,1.5936339556956578
gemini-3.1-flash-lite,24ff3e,poster,60.0,0.5474232456900265,0.48473754704219063,0.9876983455301627
gemini-3.1-flash-lite,3364c6,web,20.0,0.03520467554722214,0.26889610924282725,4.795713810061261
gemini-3.1-flash-lite,3364c6,web,40.0,0.01584025635378439,0.39428125850648876,1.806446197537392
gemini-3.1-flash-lite,3364c6,web,60.0,-0.04599411892907346,0.40870884596818535,1.4169953693599244
gemini-3.1-flash-lite,1ba5bc,web,20.0,0.32016239128001955,0.3313281456334015,3.2434866955027832
gemini-3.1-flash-lite,1ba5bc,web,40.0,0.5457833747015405,0.5317501181848512,0.8125619772048042
gemini-3.1-flash-lite,1ba5bc,web,60.0,0.6510243745149022,0.5609852915378454,0.606441501749302
gemini-3.1-flash-lite,5fe2ce,web,20.0,0.01608163449370983,0.2432170831545601,4.910629121989674
gemini-3.1-flash-lite,5fe2ce,web,40.0,0.03451902418829318,0.37482078917587147,1.8880258240329146
gemini-3.1-flash-lite,5fe2ce,web,60.0,0.045924430122966306,0.4228353677733127,1.214145861075837
gemini-3.1-flash-lite,d1e801,web,20.0,0.16961196513837795,0.34882164257507325,3.712642112746992
gemini-3.1-flash-lite,d1e801,web,40.0,0.2691941301020496,0.5124558255982536,1.1771819131907328
gemini-3.1-flash-lite,d1e801,web,60.0,0.2861742364750486,0.537652883863879,0.7920467100862179
gemini-3.1-flash-lite,348c74,web,20.0,0.1309583470089721,0.30456404811256055,4.228698172374241
gemini-3.1-flash-lite,348c74,web,40.0,0.15809353775641233,0.4578051696244607,1.5802241856724668
gemini-3.1-flash-lite,348c74,web,60.0,0.14342687824454792,0.49479751915375564,0.9904104282090959
gemini-3.1-flash-lite,e017a7,web,20.0,0.3586025849576241,0.4262884302855976,2.077503652651219
gemini-3.1-flash-lite,e017a7,web,40.0,0.5018064083767182,0.5606454960083506,0.685798684355917
gemini-3.1-flash-lite,e017a7,web,60.0,0.5458322116459531,0.5608629949195041,0.6326418637379424
gemini-3.1-flash-lite,c642a8,web,20.0,0.4623763391831266,0.46444908689504094,1.485698346976207
gemini-3.1-flash-lite,c642a8,web,40.0,0.6322920243433473,0.5640162559132108,0.6016086178381392
gemini-3.1-flash-lite,c642a8,web,60.0,0.6290970621187233,0.5535174559732617,0.6084541354920419
gemini-3.1-flash-lite,d48310,web,20.0,0.3046478744721591,0.2954058570841276,4.495588860690437
gemini-3.1-flash-lite,d48310,web,40.0,0.4289345488247933,0.4157610262694178,2.0843627655557793
gemini-3.1-flash-lite,d48310,web,60.0,0.4806344182322434,0.4383743109096152,1.351154388326746
gemini-3.1-flash-lite,80126c,web,20.0,0.41256124019127316,0.3910473826374517,3.0851065768444785
gemini-3.1-flash-lite,80126c,web,40.0,0.5583352553458513,0.5520187431185031,1.081752504166086
gemini-3.1-flash-lite,80126c,web,60.0,0.5850123239224773,0.5823406746724311,0.7119214871345346
gemini-3.1-flash-lite,b93b7e,web,20.0,0.1031337642420713,0.2765166083138524,4.159531494534237
gemini-3.1-flash-lite,b93b7e,web,40.0,0.13925590094830367,0.4470679753526403,1.4218707747570596
gemini-3.1-flash-lite,b93b7e,web,60.0,0.1572312557799513,0.49734346878233254,0.8785504790912992
gemini-3.1-flash-lite,0b2a15,web,20.0,0.0425341483093444,0.23785898806645395,5.276261327327153
gemini-3.1-flash-lite,0b2a15,web,40.0,0.11492224971518006,0.4157946830451392,2.1295344155335227
gemini-3.1-flash-lite,0b2a15,web,60.0,0.1565076662663414,0.5016748726464093,1.1377446937683477
gemini-3.1-flash-lite,299635,poster,20.0,0.08900427072852832,0.15657045858326962,5.979634044743787
gemini-3.1-flash-lite,299635,poster,40.0,0.1770492180778478,0.3531333640951485,2.874480838289954
gemini-3.1-flash-lite,299635,poster,60.0,0.24733305150338425,0.479295418665282,1.4510660705664828
gemini-3.1-flash-lite,7b6601,web,20.0,0.1090188738520241,0.1662206468848454,7.312195596471179
gemini-3.1-flash-lite,7b6601,web,40.0,0.17599357565829074,0.28175504975777393,4.430786266301508
gemini-3.1-flash-lite,7b6601,web,60.0,0.23608840258119607,0.3725554530636931,2.6239617859537074
gemini-3.1-flash-lite,d499e7,web,20.0,0.1428416975406922,0.27342873662818595,4.035183494002091
gemini-3.1-flash-lite,d499e7,web,40.0,0.20966300805177768,0.354945486328803,1.520168686542628
gemini-3.1-flash-lite,d499e7,web,60.0,0.24379278240293856,0.369821981060244,1.2018933885423349
gemini-3.1-flash-lite,be2ed1,web,20.0,0.1367872754813759,0.24412117709576425,4.667399279870114
gemini-3.1-flash-lite,be2ed1,web,40.0,0.214510458792447,0.37987692072152157,1.9409105075541806
gemini-3.1-flash-lite,be2ed1,web,60.0,0.2501707338796114,0.41605720539184177,1.206502767183898
gemini-3.1-flash-lite,454f59,web,20.0,0.1569672586538116,0.21783609214179678,4.802983905064364
gemini-3.1-flash-lite,454f59,web,40.0,0.2881099013299546,0.39884664690762106,1.6390366200895894
gemini-3.1-flash-lite,454f59,web,60.0,0.3893454708553234,0.46815379932697077,0.964415422696678
gemini-3.1-flash-lite,dda275,web,20.0,0.12173390793760819,0.28576184650300307,3.6107936958299045
gemini-3.1-flash-lite,dda275,web,40.0,0.1978400087479065,0.4637695626287279,1.1272015950696814
gemini-3.1-flash-lite,dda275,web,60.0,0.18420249443149056,0.482750707942665,0.852875318618707
gemini-3.1-flash-lite,257df7,poster,20.0,0.11867709684882005,0.09261542134433033,6.887947272374179
gemini-3.1-flash-lite,257df7,poster,40.0,0.20861168474598957,0.213696320880493,4.933439617402241
gemini-3.1-flash-lite,257df7,poster,60.0,0.2663967878402581,0.3073086442750217,3.318457916117996
gemini-3.1-flash-lite,71bc07,poster,20.0,0.19881032397089904,0.11875529237943794,6.416224834210792
gemini-3.1-flash-lite,71bc07,poster,40.0,0.36770104056032094,0.27449355864777747,4.223224013637687
gemini-3.1-flash-lite,71bc07,poster,60.0,0.47436517289396757,0.40234260975396396,3.051125111522455
gemini-3.1-flash-lite,16a273,web,20.0,0.07421126391910893,0.2478886412675273,4.994345274612046
gemini-3.1-flash-lite,16a273,web,40.0,0.12829633984093353,0.36983165510906846,1.8749077855258516
gemini-3.1-flash-lite,16a273,web,60.0,0.1466952011312015,0.4108772701696384,1.1891672600953973
gemini-3.1-flash-lite,d9baa1,web,20.0,0.2102317558305525,0.30081247202763456,3.6991544761429243
gemini-3.1-flash-lite,d9baa1,web,40.0,0.33520799048068556,0.45319312860460553,1.1396338439672045
gemini-3.1-flash-lite,d9baa1,web,60.0,0.4033866254162131,0.4914598503569338,0.8014476737792012
gemini-3.1-flash-lite,97cc00,web,20.0,0.14279603888801226,0.06481083100464041,9.12574432560501
gemini-3.1-flash-lite,97cc00,web,40.0,0.29315780840452516,0.18437769228595854,7.155012327185871
gemini-3.1-flash-lite,97cc00,web,60.0,0.39932749419494534,0.2895990077749026,5.462819093204168
gemini-3.1-flash-lite,e249a7,web,20.0,0.2972295051326591,0.3343672049964632,3.9520796971167287
gemini-3.1-flash-lite,e249a7,web,40.0,0.40246551792668767,0.431095241062709,1.4587495688037553
