model,image_id,run,n_points,n_unique_coords,unique_ratio,max_duplicate_count,n_unique_x,n_unique_y,frac_grid_005,frac_edge,std_x,std_y,n_unique_intensity
claude-opus-4.6,ffdc28,3,41,41,1.0,1,23,17,0.04283164782867341,0.024390243902439025,0.3198112266665495,0.1810599468205301,22
claude-opus-4.6,ffde86,1,43,43,1.0,1,16,17,0.04542996214169822,0.0,0.13631666677191495,0.2726176615695973,23
claude-opus-4.6,ffde86,2,43,43,1.0,1,14,17,0.04921579232017307,0.0,0.13924970858592683,0.2833464932945243,21
claude-opus-4.6,ffde86,3,45,45,1.0,1,14,20,0.03209876543209876,0.0,0.12653131169598367,0.284976065704984,22
claude-opus-4.6,fff715,1,40,40,1.0,1,17,28,0.35062499999999996,0.0,0.22744436132821583,0.24769121401454675,14
claude-opus-4.6,fff715,2,43,43,1.0,1,21,30,0.26825310978907513,0.0,0.25469140597379103,0.2499012244023927,23
claude-opus-4.6,fff715,3,43,43,1.0,1,20,24,0.2574364521362899,0.0,0.24315263052384448,0.24971914998044326,25
claude-sonnet-4.6,00398c,1,36,36,1.0,1,15,19,0.32098765432098764,0.0,0.21270233649543505,0.22886647004555105,15
claude-sonnet-4.6,00398c,2,35,35,1.0,1,12,20,0.23591836734693877,0.0,0.2043214753914097,0.24373387963439275,14
claude-sonnet-4.6,00398c,3,36,35,0.9722222222222222,2,15,17,0.2716049382716049,0.0,0.22014497888526793,0.23719554885170532,14
claude-sonnet-4.6,003eb9,1,40,39,0.975,2,10,16,0.15625,0.025,0.2501898029496806,0.17663362505480093,10
claude-sonnet-4.6,003eb9,2,40,33,0.825,3,13,10,0.24,0.1,0.27360372804477645,0.2079169004674704,9
claude-sonnet-4.6,003eb9,3,40,40,1.0,1,18,14,0.34875,0.075,0.25740580801528157,0.24715266031341843,14
claude-sonnet-4.6,005f83,1,35,35,1.0,1,21,16,0.6391836734693879,0.34285714285714286,0.32084124117827545,0.2217455795293704,19
claude-sonnet-4.6,005f83,2,40,38,0.95,2,22,16,0.7068749999999999,0.35,0.2938102065960269,0.22061717408216433,22
claude-sonnet-4.6,005f83,3,30,29,0.9666666666666667,2,18,13,0.75,0.3,0.30468927706034477,0.23871321706181248,14
claude-sonnet-4.6,006450,1,30,29,0.9666666666666667,2,9,16,0.08,0.0,0.25129531100546487,0.28642547993423273,10
claude-sonnet-4.6,006450,2,35,35,1.0,1,12,17,0.2636734693877551,0.0,0.26510467705402396,0.2683534069476446,9
claude-sonnet-4.6,006450,3,37,36,0.972972972972973,2,14,21,0.2008765522279036,0.0,0.25678406682638005,0.24782531136371053,10
claude-sonnet-4.6,009085,1,40,37,0.925,2,22,20,0.06875,0.025,0.23213129366804466,0.3261126147514076,12
claude-sonnet-4.6,009085,2,40,37,0.925,2,23,19,0.05625,0.025,0.2080618898308866,0.32262507264625295,10
claude-sonnet-4.6,009085,3,39,39,1.0,1,19,23,0.09401709401709402,0.0,0.23739740508721513,0.31652098797976996,14
claude-sonnet-4.6,009d6b,1,40,40,1.0,1,23,19,0.085,0.0,0.24957851970872816,0.30461769072068023,11
claude-sonnet-4.6,009d6b,2,45,45,1.0,1,19,21,0.18666666666666668,0.0,0.26459939437983004,0.2698983805110159,6
claude-sonnet-4.6,009d6b,3,45,45,1.0,1,27,22,0.08345679012345678,0.0,0.28075260406870317,0.31938010946361023,9
claude-sonnet-4.6,00b3a0,1,40,40,1.0,1,22,29,0.0075,0.0,0.27751998126261107,0.13199579538758044,10
claude-sonnet-4.6,00b3a0,2,44,44,1.0,1,19,22,0.04648760330578513,0.0,0.23389124318016616,0.12935372574315887,9
claude-sonnet-4.6,00b3a0,3,40,40,1.0,1,27,32,0.0375,0.0,0.2659082724832005,0.13874236690715638,15
claude-sonnet-4.6,00b8f8,1,44,44,1.0,1,14,25,0.12086776859504134,0.0,0.3480554007388351,0.25235338595897355,11
claude-sonnet-4.6,00b8f8,2,42,42,1.0,1,12,25,0.09523809523809523,0.0,0.36837365494815716,0.24942609864408186,13
claude-sonnet-4.6,00b8f8,3,40,40,1.0,1,14,24,0.06375,0.0,0.36077269505881404,0.2509849348068525,11
claude-sonnet-4.6,00d34f,1,24,21,0.875,3,14,9,0.14756944444444445,0.0,0.21669230617526677,0.30199998850257515,16
claude-sonnet-4.6,00d34f,2,26,24,0.9230769230769231,3,16,12,0.30917159763313606,0.0,0.23428602354473124,0.3118477216195269,16
claude-sonnet-4.6,00d34f,3,30,27,0.9,3,17,11,0.29333333333333333,0.1,0.23064667543428605,0.29836592000800327,15
claude-sonnet-4.6,00d37d,1,30,29,0.9666666666666667,2,13,17,0.08444444444444443,0.06666666666666667,0.24724616613138142,0.3245550800711645,10
claude-sonnet-4.6,00d37d,2,31,31,1.0,1,13,16,0.22892819979188345,0.1935483870967742,0.25072465215185785,0.3271944245662228,10
claude-sonnet-4.6,00d37d,3,30,30,1.0,1,13,18,0.15555555555555556,0.03333333333333333,0.2435159132377184,0.3128762623714934,9
claude-sonnet-4.6,00ee0c,1,35,35,1.0,1,14,15,0.3257142857142857,0.0,0.25957327619438353,0.24283260380226487,31
claude-sonnet-4.6,00ee0c,2,35,35,1.0,1,14,17,0.26285714285714284,0.0,0.25338588785341876,0.24418360439034645,32
claude-sonnet-4.6,00ee0c,3,32,32,1.0,1,14,15,0.298828125,0.0,0.26129765564151164,0.2468502756606725,13
claude-sonnet-4.6,00f742,1,35,35,1.0,1,22,12,0.6391836734693879,0.0,0.24656729014901504,0.2124600322557691,10
claude-sonnet-4.6,00f742,2,35,35,1.0,1,27,14,0.5257142857142857,0.0,0.25947576663223826,0.20034174883565983,16
claude-sonnet-4.6,00f742,3,35,35,1.0,1,26,14,0.48,0.0,0.2574544144313787,0.1865213233966365,15
claude-sonnet-4.6,00fcd9,1,35,35,1.0,1,19,10,0.0,0.0,0.2968605802083406,0.25268482263847336,12
claude-sonnet-4.6,00fcd9,2,35,35,1.0,1,11,11,0.1551020408163265,0.0,0.3061086908472951,0.2535723927547061,14
claude-sonnet-4.6,00fcd9,3,36,35,0.9722222222222222,2,10,10,0.0,0.0,0.31000435580372726,0.26333643194379486,13
claude-sonnet-4.6,012baa,1,42,42,1.0,1,11,12,0.022675736961451243,0.0,0.28528141812663627,0.24415851139128295,11
claude-sonnet-4.6,012baa,2,42,42,1.0,1,10,13,0.017006802721088433,0.0,0.28405190991849477,0.25150927636922904,8
claude-sonnet-4.6,012baa,3,40,40,1.0,1,12,13,0.04375,0.0,0.2797712235023467,0.2451651229273854,10
claude-sonnet-4.6,0136d8,1,44,44,1.0,1,27,28,0.1472107438016529,0.0,0.2625864674589343,0.25163545635017737,18
claude-sonnet-4.6,0136d8,2,39,39,1.0,1,19,28,0.1775147928994083,0.0,0.30903616787877625,0.2502853072849764,12
claude-sonnet-4.6,0136d8,3,40,38,0.95,2,21,23,0.13124999999999998,0.0,0.2882228955166469,0.23847431727546678,13
claude-sonnet-4.6,013aca,1,40,40,1.0,1,23,15,0.39375,0.0,0.2762059919697616,0.3213789624415388,11
claude-sonnet-4.6,013aca,2,40,40,1.0,1,24,17,0.4375,0.0,0.27041819465413197,0.2746815201283115,11
claude-sonnet-4.6,013aca,3,40,40,1.0,1,20,18,0.42,0.0,0.26855353283842687,0.2972035287475571,12
claude-sonnet-4.6,014b22,1,34,34,1.0,1,17,18,0.20761245674740486,0.0,0.22078363894300115,0.319883331889552,10
claude-sonnet-4.6,014b22,2,36,36,1.0,1,20,20,0.08487654320987656,0.0,0.21266007043061835,0.3253074281960161,10
claude-sonnet-4.6,014b22,3,40,40,1.0,1,16,20,0.315,0.0,0.21311733857197074,0.3021138030610319,10
claude-sonnet-4.6,016f77,1,37,36,0.972972972972973,2,17,17,0.26588750913075243,0.0,0.2621270525389431,0.23944603708340054,15
claude-sonnet-4.6,016f77,2,30,30,1.0,1,14,18,0.3577777777777778,0.0,0.2552343150039892,0.2342638588334862,15
claude-sonnet-4.6,016f77,3,35,35,1.0,1,16,19,0.46285714285714286,0.0,0.25711968149530073,0.243765360583509,16
claude-sonnet-4.6,0186f0,1,35,35,1.0,1,16,13,0.37714285714285717,0.0,0.17109348202616234,0.22943337479405157,12
claude-sonnet-4.6,0186f0,2,35,35,1.0,1,16,17,0.4163265306122449,0.0,0.17456558325495566,0.23407202798650312,13
claude-sonnet-4.6,0186f0,3,36,36,1.0,1,20,17,0.32098765432098764,0.0,0.19132739699140364,0.22176672066624814,12
claude-sonnet-4.6,018c0a,1,40,40,1.0,1,23,27,0.35750000000000004,0.0,0.17063044863095214,0.2199737200212789,17
claude-sonnet-4.6,018c0a,2,45,45,1.0,1,19,32,0.27999999999999997,0.0,0.17625262453172436,0.24238159894301559,19
claude-sonnet-4.6,018c0a,3,40,40,1.0,1,20,27,0.42,0.0,0.16703873053875856,0.21654892634229336,17
claude-sonnet-4.6,0197c7,1,40,40,1.0,1,24,18,0.28125,0.0,0.25492045327905727,0.24262934694714897,22
claude-sonnet-4.6,0197c7,2,40,40,1.0,1,12,15,0.34875,0.0,0.22825958358851003,0.2153414439907005,18
claude-sonnet-4.6,0197c7,3,40,40,1.0,1,25,23,0.17,0.0,0.25202728026941845,0.23763206854294727,15
claude-sonnet-4.6,01ca85,1,35,35,1.0,1,11,19,0.0,0.0,0.23600345898537423,0.24238738432854268,10
claude-sonnet-4.6,01ca85,2,33,33,1.0,1,12,16,0.0,0.0,0.23583273710366665,0.25071858160601984,10
claude-sonnet-4.6,01ca85,3,38,38,1.0,1,13,12,0.0,0.0,0.23316932964712286,0.2783539181323162,10
claude-sonnet-4.6,01d4b9,1,44,44,1.0,1,17,14,0.22727272727272727,0.0,0.26358345864151167,0.28389656989244205,6
claude-sonnet-4.6,01d4b9,2,47,47,1.0,1,8,15,0.15074694431869626,0.0,0.29266187536316024,0.27671404998569177,6
claude-sonnet-4.6,01d4b9,3,45,45,1.0,1,8,15,0.3111111111111111,0.0,0.26621257634166934,0.2753606837819072,6
claude-sonnet-4.6,01e2cd,1,35,35,1.0,1,19,14,0.0,0.0,0.2010754757268412,0.2986434636273611,10
claude-sonnet-4.6,01e2cd,2,33,33,1.0,1,17,12,0.017447199265381085,0.0,0.21533666809075055,0.31987099959515214,10
claude-sonnet-4.6,01e2cd,3,26,26,1.0,1,13,12,0.1331360946745562,0.0,0.218881300408781,0.31348023776221623,14
claude-sonnet-4.6,020ba5,1,30,30,1.0,1,18,15,0.4011111111111111,0.0,0.22630584025458408,0.2523454422457878,11
claude-sonnet-4.6,020ba5,2,26,26,1.0,1,16,13,0.33284023668639046,0.0,0.23228763285783904,0.24131420260460884,10
claude-sonnet-4.6,020ba5,3,22,22,1.0,1,13,11,0.2603305785123967,0.0,0.24591035119824922,0.25611690254373104,7
claude-sonnet-4.6,02622b,1,35,35,1.0,1,25,13,0.09877551020408162,0.0,0.27376498188432075,0.3015424294103466,11
claude-sonnet-4.6,02622b,2,40,40,1.0,1,24,20,0.06,0.075,0.3087134593761665,0.29651939228320295,11
claude-sonnet-4.6,02622b,3,41,41,1.0,1,31,19,0.07138607971445568,0.07317073170731707,0.30893110802612006,0.29963074637974935,12
claude-sonnet-4.6,026a98,1,35,35,1.0,1,23,10,0.156734693877551,0.0,0.22417850030723285,0.26134565429792045,9
claude-sonnet-4.6,026a98,2,35,34,0.9714285714285714,2,22,13,0.16897959183673467,0.0,0.221068647570784,0.23539805627481122,10
claude-sonnet-4.6,026a98,3,35,34,0.9714285714285714,2,20,11,0.1110204081632653,0.0,0.2006715256943291,0.27065996439542106,14
claude-sonnet-4.6,026dd2,1,40,40,1.0,1,21,21,0.09,0.0,0.2862462881855413,0.21157504578754086,11
claude-sonnet-4.6,026dd2,2,40,40,1.0,1,14,19,0.0975,0.0,0.28689011398094566,0.22928748330425713,12
claude-sonnet-4.6,026dd2,3,44,44,1.0,1,21,24,0.04338842975206611,0.0,0.2879346337379113,0.20938072799615143,11
claude-sonnet-4.6,027990,1,35,35,1.0,1,16,17,0.23591836734693877,0.0,0.25307480542886357,0.2639867034375723,16
claude-sonnet-4.6,027990,2,35,35,1.0,1,15,18,0.156734693877551,0.0,0.25526392904088063,0.2661492599490529,11
claude-sonnet-4.6,027990,3,39,39,1.0,1,13,20,0.22353714661406968,0.0,0.24166581649853855,0.27529507210598275,17
claude-sonnet-4.6,029a48,1,40,40,1.0,1,21,13,0.07312500000000001,0.0,0.1813958034244453,0.25545926779038575,9
claude-sonnet-4.6,029a48,2,41,41,1.0,1,23,10,0.14396192742415231,0.0,0.18494689496171213,0.25116077930535463,11
claude-sonnet-4.6,029a48,3,45,45,1.0,1,18,12,0.1679012345679012,0.0,0.18321194634616658,0.21540659228538014,11
claude-sonnet-4.6,02a592,1,36,36,1.0,1,19,22,0.2160493827160494,0.25,0.28476381809978146,0.27023252447466534,11
claude-sonnet-4.6,02a592,2,35,35,1.0,1,24,20,0.17061224489795918,0.02857142857142857,0.22054922168004465,0.2919720422735501,11
claude-sonnet-4.6,02a592,3,38,38,1.0,1,28,18,0.11149584487534625,0.18421052631578946,0.2664947651151801,0.298786557934282,10
claude-sonnet-4.6,02f37c,1,24,24,1.0,1,12,13,0.3125,0.0,0.2165817141147629,0.2547752277335194,9
claude-sonnet-4.6,02f37c,2,30,30,1.0,1,16,15,0.31777777777777777,0.0,0.1991272624897622,0.266767480943403,12
claude-sonnet-4.6,02f37c,3,30,30,1.0,1,15,14,0.36000000000000004,0.0,0.21566537866694216,0.24605871024795867,10
claude-sonnet-4.6,030bb3,1,40,40,1.0,1,11,22,0.275,0.0,0.2666172350017905,0.27639995929811567,20
claude-sonnet-4.6,030bb3,2,35,35,1.0,1,12,28,0.0,0.0,0.30065345703066476,0.18173819249746295,11
claude-sonnet-4.6,030bb3,3,39,39,1.0,1,15,28,0.0039447731755424065,0.0,0.3074021152928555,0.1815171760663453,11
claude-sonnet-4.6,03340d,1,35,35,1.0,1,14,18,0.0473469387755102,0.0,0.20013112844190076,0.20511298230537256,9
claude-sonnet-4.6,03340d,2,35,24,0.6857142857142857,3,12,15,0.022040816326530613,0.0,0.21513468775990316,0.20257585326620398,10
claude-sonnet-4.6,03340d,3,33,33,1.0,1,12,22,0.37190082644628103,0.0,0.1859697735049541,0.2143904593357133,11
claude-sonnet-4.6,03474c,1,37,37,1.0,1,11,9,0.13878743608473337,0.0,0.2784723011327587,0.19790170288029824,21
claude-sonnet-4.6,03474c,2,40,40,1.0,1,10,8,0.203125,0.0,0.2888467370423284,0.16909298477464996,15
claude-sonnet-4.6,03474c,3,41,41,1.0,1,10,8,0.13920285544318858,0.0,0.287818519726306,0.17650550680413127,6
claude-sonnet-4.6,035da4,1,35,26,0.7428571428571429,5,15,12,0.08571428571428572,0.0,0.21151542617550165,0.28852899263650567,15
claude-sonnet-4.6,035da4,2,30,30,1.0,1,19,12,0.08888888888888888,0.0,0.23185747537849385,0.3035029269490933,16
claude-sonnet-4.6,035da4,3,34,26,0.7647058823529411,8,16,13,0.05536332179930796,0.0,0.2213822962823957,0.281558256677218,12
claude-sonnet-4.6,037d19,1,46,46,1.0,1,17,21,0.01890359168241966,0.0,0.2786350235891217,0.31459195823961533,12
claude-sonnet-4.6,037d19,2,40,39,0.975,2,14,15,0.011250000000000001,0.0,0.2839084359437035,0.3020910458785563,10
claude-sonnet-4.6,037d19,3,40,40,1.0,1,18,13,0.0225,0.0,0.2745531596977168,0.34036414323485953,10
claude-sonnet-4.6,038d71,1,30,30,1.0,1,9,14,0.0,0.0,0.1769007882653124,0.21196986158938308,16
claude-sonnet-4.6,038d71,2,34,34,1.0,1,18,13,0.0,0.0,0.17300744028643297,0.18104297029552294,14
claude-sonnet-4.6,038d71,3,36,36,1.0,1,13,16,0.0,0.0,0.1683807688939961,0.2012712299974623,19
claude-sonnet-4.6,039978,1,30,29,0.9666666666666667,2,18,14,0.1222222222222222,0.3333333333333333,0.2207824469673459,0.3329035495955748,8
claude-sonnet-4.6,039978,2,31,29,0.9354838709677419,2,19,15,0.15608740894901144,0.3225806451612903,0.2388256039345301,0.3314501075234631,7
claude-sonnet-4.6,039978,3,31,30,0.967741935483871,2,17,14,0.2081165452653486,0.3225806451612903,0.24260337916807118,0.3311884537290736,8
claude-sonnet-4.6,042af0,1,40,40,1.0,1,15,22,0.06999999999999999,0.0,0.22944484631387999,0.290364829783154,12
claude-sonnet-4.6,042af0,2,44,44,1.0,1,16,23,0.13016528925619833,0.0,0.25499068205305914,0.2808977785306802,11
claude-sonnet-4.6,042af0,3,48,48,1.0,1,15,26,0.05642361111111111,0.0,0.22911817668812068,0.2604738062313347,8
claude-sonnet-4.6,045d43,1,40,40,1.0,1,26,23,0.23625000000000002,0.025,0.25567252003295154,0.21531314404838361,17
claude-sonnet-4.6,045d43,2,40,40,1.0,1,25,21,0.275,0.05,0.2678123176778842,0.2307692299679487,20
claude-sonnet-4.6,045d43,3,40,40,1.0,1,22,16,0.54375,0.025,0.26830206857197353,0.22181058924226318,22
claude-sonnet-4.6,045f81,1,40,40,1.0,1,10,10,0.08312499999999999,0.0,0.29930659448131103,0.14186613408421334,15
claude-sonnet-4.6,045f81,2,40,39,0.975,2,10,8,0.06999999999999999,0.0,0.29106013124438734,0.1437008611665219,16
claude-sonnet-4.6,045f81,3,42,42,1.0,1,11,9,0.02551020408163265,0.09523809523809523,0.31715858676850883,0.14258167886300221,15
claude-sonnet-4.6,04741e,1,30,30,1.0,1,9,10,0.06,0.06666666666666667,0.24382507390887154,0.2563773260905366,8
claude-sonnet-4.6,04741e,2,34,34,1.0,1,9,10,0.06920415224913495,0.11764705882352941,0.2467659328301545,0.2645896803768766,9
claude-sonnet-4.6,04741e,3,37,35,0.9459459459459459,2,11,15,0.15266617969320673,0.2972972972972973,0.25156950718772814,0.312495083964254,11
claude-sonnet-4.6,0529f2,1,40,40,1.0,1,12,12,0.091875,0.0,0.2561248474865334,0.21796774417330653,17
claude-sonnet-4.6,0529f2,2,40,40,1.0,1,14,23,0.18,0.0,0.2064461188785103,0.1978199939338792,15
claude-sonnet-4.6,0529f2,3,38,38,1.0,1,12,17,0.08310249307479224,0.0,0.23978247875754718,0.21787439518576368,13
claude-sonnet-4.6,05490b,1,40,33,0.825,4,10,19,0.08000000000000002,0.325,0.31684341558568013,0.30769576593609477,12
claude-sonnet-4.6,05490b,2,41,37,0.9024390243902439,4,9,16,0.06662700773349198,0.24390243902439024,0.30044286170075063,0.2979052147146705,12
claude-sonnet-4.6,05490b,3,40,35,0.875,4,12,16,0.11374999999999999,0.275,0.3008670802862952,0.29894687550633475,10
claude-sonnet-4.6,056cfb,1,41,35,0.8536585365853658,2,22,11,0.014872099940511599,0.0,0.3018757539960507,0.3213547690122623,16
claude-sonnet-4.6,056cfb,2,40,32,0.8,2,20,12,0.05,0.0,0.29489447265081115,0.32487536071545964,16
claude-sonnet-4.6,056cfb,3,40,29,0.725,2,18,15,0.085,0.0,0.2762371037713797,0.3214463407786749,17
claude-sonnet-4.6,05890e,1,35,35,1.0,1,25,16,0.506938775510204,0.0,0.25500796306094015,0.2517163936996215,12
claude-sonnet-4.6,05890e,2,30,30,1.0,1,26,14,0.42222222222222217,0.0,0.2714670022918685,0.2526220277190588,15
claude-sonnet-4.6,05890e,3,35,35,1.0,1,25,16,0.506938775510204,0.0,0.25500796306094015,0.2517163936996215,12
claude-sonnet-4.6,05a1ad,1,40,40,1.0,1,14,22,0.315,0.0,0.23753091904002732,0.2535305701488481,11
claude-sonnet-4.6,05a1ad,2,40,40,1.0,1,18,23,0.308125,0.0,0.2502074139588993,0.2286152608641864,15
claude-sonnet-4.6,05a1ad,3,35,35,1.0,1,18,22,0.24489795918367344,0.0,0.24646463504229285,0.2577095343242711,9
claude-sonnet-4.6,05dac7,1,37,36,0.972972972972973,2,17,18,0.048210372534696865,0.0,0.170221786318963,0.20678740278089425,15
claude-sonnet-4.6,05dac7,2,40,39,0.975,2,18,18,0.071875,0.0,0.18202953057127846,0.22272727156771802,18
claude-sonnet-4.6,05dac7,3,36,34,0.9444444444444444,2,15,18,0.1388888888888889,0.0,0.1845941494197473,0.20384626219558483,17
claude-sonnet-4.6,05e980,1,40,40,1.0,1,34,21,0.14625000000000002,0.0,0.27634715486141703,0.2767015540252711,12
claude-sonnet-4.6,05e980,2,35,35,1.0,1,28,13,0.2220408163265306,0.0,0.2686495327160861,0.2538879714378298,7
claude-sonnet-4.6,05e980,3,40,40,1.0,1,30,21,0.1275,0.0,0.26964745502229387,0.2724260220683773,12
claude-sonnet-4.6,0616a4,1,30,30,1.0,1,14,14,0.11555555555555556,0.0,0.2289796206361314,0.25272822469117995,11
claude-sonnet-4.6,0616a4,2,30,30,1.0,1,10,17,0.0,0.0,0.20239565212721344,0.2905959394072808,9
claude-sonnet-4.6,0616a4,3,30,30,1.0,1,14,14,0.11555555555555556,0.0,0.2289796206361314,0.25272822469117995,11
claude-sonnet-4.6,06256f,1,40,40,1.0,1,11,19,0.1875,0.0,0.23434896522067256,0.2743829440763401,11
claude-sonnet-4.6,06256f,2,41,41,1.0,1,11,18,0.10053539559785842,0.0,0.2349928802698358,0.26736291221721137,12
claude-sonnet-4.6,06256f,3,38,38,1.0,1,12,25,0.07271468144044321,0.0,0.24092345998969714,0.28005440706071283,6
claude-sonnet-4.6,0632d7,1,41,37,0.9024390243902439,2,7,14,0.057108863771564544,0.0,0.28348095441661364,0.2232881205325748,18
claude-sonnet-4.6,0632d7,2,40,39,0.975,2,7,14,0.06,0.0,0.2883911189686673,0.26003257007536573,15
claude-sonnet-4.6,0632d7,3,39,38,0.9743589743589743,2,8,18,0.11045364891518739,0.15384615384615385,0.33887406872025344,0.25960395669688063,16
claude-sonnet-4.6,064f44,1,23,23,1.0,1,13,11,0.5444234404536862,0.0,0.2313443901267117,0.2986796527580086,17
claude-sonnet-4.6,064f44,2,20,19,0.95,2,15,8,0.48999999999999994,0.0,0.25066860593221485,0.21268841059164462,14
claude-sonnet-4.6,064f44,3,19,19,1.0,1,14,9,0.43213296398891965,0.0,0.2385366281972011,0.30472202491020234,14
claude-sonnet-4.6,070781,1,40,40,1.0,1,19,20,0.045,0.0,0.28408526448937826,0.2821027073602804,11
claude-sonnet-4.6,070781,2,35,35,1.0,1,14,21,0.014693877551020406,0.0,0.2903700664844847,0.28493808851347735,10
claude-sonnet-4.6,070781,3,41,41,1.0,1,16,22,0.08566329565734682,0.0,0.286112635537402,0.2925156025776035,12
claude-sonnet-4.6,0720ce,1,40,40,1.0,1,15,22,0.013125,0.0,0.19931821291592997,0.28422867114350026,11
claude-sonnet-4.6,0720ce,2,45,36,0.8,3,8,19,0.0,0.0,0.13732182619895966,0.24442218686547004,14
claude-sonnet-4.6,0720ce,3,44,38,0.8636363636363636,3,9,25,0.0010330578512396695,0.0,0.1580321915108406,0.2516514503819496,15
claude-sonnet-4.6,072634,1,40,40,1.0,1,19,20,0.203125,0.0,0.24348703764266386,0.1967325278137807,14
claude-sonnet-4.6,072634,2,38,38,1.0,1,17,17,0.14958448753462603,0.0,0.16536285963377748,0.1998044473341753,12
claude-sonnet-4.6,072634,3,40,40,1.0,1,23,24,0.07875,0.0,0.19595854153366216,0.23320134942791387,14
claude-sonnet-4.6,074c75,1,40,40,1.0,1,17,19,0.140625,0.0,0.22768179549537992,0.3062448979166837,9
claude-sonnet-4.6,074c75,2,40,39,0.975,2,17,21,0.040625,0.0,0.23082339027923493,0.3050721226202093,10
claude-sonnet-4.6,074c75,3,40,39,0.975,2,17,16,0.056874999999999995,0.0,0.23082339027923493,0.29819362417731204,9
claude-sonnet-4.6,075286,1,40,40,1.0,1,9,17,0.05625,0.0,0.2673096285209345,0.29148927939119823,12
claude-sonnet-4.6,075286,2,40,40,1.0,1,10,24,0.046875,0.0,0.2673152399321819,0.2878383878151071,17
claude-sonnet-4.6,075286,3,35,35,1.0,1,8,25,0.07428571428571429,0.0,0.31078491808020936,0.29645800198135236,14
claude-sonnet-4.6,07950c,1,36,36,1.0,1,15,18,0.6018518518518519,0.0,0.11463407967189436,0.17979154596365202,15
claude-sonnet-4.6,07950c,2,40,40,1.0,1,18,24,0.48750000000000004,0.0,0.11623252556836232,0.19309566929374672,15
claude-sonnet-4.6,07950c,3,41,41,1.0,1,18,24,0.5621653777513385,0.0,0.13409843934092014,0.20543854805167408,18
claude-sonnet-4.6,07a2c8,1,40,39,0.975,2,13,25,0.084375,0.0,0.2978379383154537,0.25837847723833346,11
claude-sonnet-4.6,07a2c8,2,38,38,1.0,1,18,23,0.09002770083102493,0.0,0.27923917210065113,0.23725067099257402,8
claude-sonnet-4.6,07a2c8,3,40,40,1.0,1,17,26,0.028125,0.0,0.29014554537335224,0.2786528978855235,11
claude-sonnet-4.6,07b304,1,40,40,1.0,1,30,21,0.5062500000000001,0.0,0.22051020384553638,0.19052411264719224,13
claude-sonnet-4.6,07b304,2,40,40,1.0,1,31,27,0.34375,0.0,0.21227914994176889,0.19483326204732088,16
claude-sonnet-4.6,07b304,3,40,40,1.0,1,32,24,0.421875,0.0,0.21341040274550815,0.212896541775577,15
claude-sonnet-4.6,07e9bb,1,30,19,0.6333333333333333,3,9,7,0.3022222222222222,0.23333333333333334,0.25150855960693574,0.3340153023773345,9
claude-sonnet-4.6,07e9bb,2,32,31,0.96875,2,13,11,0.24609375,0.125,0.2539560047404865,0.3448832173268946,8
claude-sonnet-4.6,07e9bb,3,30,28,0.9333333333333333,2,8,7,0.17333333333333334,0.1,0.22890657968311487,0.27331483677253965,7
claude-sonnet-4.6,085001,1,35,35,1.0,1,27,15,0.6938775510204082,0.0,0.2611434823374823,0.1725264842135898,11
claude-sonnet-4.6,085001,2,35,35,1.0,1,20,15,0.9436734693877551,0.0,0.26743315014395347,0.1828316946577605,11
claude-sonnet-4.6,085001,3,40,40,1.0,1,29,17,0.7068749999999999,0.0,0.27076638916231827,0.19705186500005523,16
claude-sonnet-4.6,08a5d7,1,40,38,0.95,3,17,17,0.0,0.0,0.32810478509159235,0.29395985163794053,14
claude-sonnet-4.6,08a5d7,2,41,38,0.926829268292683,2,17,18,0.021415823914336704,0.0,0.3272292783277254,0.3048649753294553,14
claude-sonnet-4.6,08a5d7,3,35,35,1.0,1,17,19,0.010612244897959184,0.0,0.3448591549237077,0.2997741598917017,7
claude-sonnet-4.6,08aaa5,1,40,40,1.0,1,21,19,0.18375,0.0,0.2559975585821084,0.24591614424433383,10
claude-sonnet-4.6,08aaa5,2,40,40,1.0,1,20,19,0.27,0.0,0.24058002826502453,0.22727956353354783,13
claude-sonnet-4.6,08aaa5,3,40,40,1.0,1,22,25,0.21562499999999998,0.0,0.26700830979578144,0.2255460041765316,10
claude-sonnet-4.6,08b92b,1,30,30,1.0,1,11,19,0.5,0.0,0.1416274455511125,0.2636361128525453,15
claude-sonnet-4.6,08b92b,2,35,35,1.0,1,16,19,0.4310204081632653,0.0,0.15475589731930103,0.24974664713485553,11
claude-sonnet-4.6,08b92b,3,30,30,1.0,1,11,19,0.5,0.0,0.1416274455511125,0.2636361128525453,16
claude-sonnet-4.6,08d1eb,1,35,30,0.8571428571428571,2,9,20,0.03673469387755102,0.0,0.24479662529353224,0.19369995732933903,16
claude-sonnet-4.6,08d1eb,2,35,31,0.8857142857142857,2,8,22,0.10857142857142857,0.0,0.23776441779069243,0.19549121802917546,9
claude-sonnet-4.6,08d1eb,3,35,31,0.8857142857142857,2,8,21,0.012244897959183673,0.0,0.2514357141842561,0.2004167087417043,16
claude-sonnet-4.6,08d885,1,30,30,1.0,1,15,15,0.15,0.0,0.24348488431294643,0.2547698307623308,13
claude-sonnet-4.6,08d885,2,34,34,1.0,1,15,19,0.22145328719723184,0.0,0.2445462219525795,0.24185843324164616,14
claude-sonnet-4.6,08d885,3,35,35,1.0,1,14,15,0.26938775510204077,0.0,0.25119567135227955,0.23307807223139212,13
