duration,category,image_id,CC,CC_sb,CC_partial,SIM,KL
1s,mobile,a80be1,0.47297598821860054,0.6400143215639823,0.4253188706204397,0.30120460967434115,4.565059038762688
1s,mobile,a886c5,0.0028172581939687907,0.004441723501278817,-0.017441838815907374,0.05111756466591986,8.900233088452808
1s,mobile,a8e85c,0.4164986415149493,0.5821467780822139,0.3524641082227752,0.303563677889943,4.258495762075657
1s,mobile,aa635a,0.5932846692269875,0.7439737951233449,0.5232604009391998,0.41552772062239896,3.3533265377053234
1s,mobile,aa6f23,0.38433534958185434,0.5476402153656525,0.32771285544057915,0.2967069818002615,5.163154896460991
1s,mobile,aac709,0.20809355808508112,0.33152949162766443,0.137970731158174,0.25591606753950796,4.636491838271273
1s,mobile,ab4d1f,0.49474652326602575,0.6607310676541492,0.39671018084737114,0.4236410605501953,3.492336910041831
1s,mobile,ab7961,0.49718856497143477,0.6628199133100802,0.4225702314364031,0.364761395818796,3.312927075875188
1s,mobile,abb05d,0.23534592265179563,0.3687724141313115,0.13527220220448927,0.2867830931155297,4.271785467427697
1s,mobile,abf2a6,0.30254399774067564,0.45965122089285826,0.25080521610249507,0.3129343751103531,4.034367202770383
1s,mobile,ad1260,0.6648931611561496,0.7918112097723071,0.64405640407707,0.4758688256036964,2.8180087284619586
1s,mobile,ad24c7,0.2790212109943494,0.4326320509488918,0.22761626138767266,0.3028097054428095,3.4276689675893524
1s,mobile,aefca8,0.643904676035957,0.782749835874354,0.5754813611058252,0.46031981311024317,2.631429360809942
1s,mobile,af0d52,0.7488162840735557,0.8555590251142211,0.6519535913734016,0.5893998577302544,1.7942429973053646
1s,mobile,af423a,0.33467722028831653,0.49976743755832576,0.3086569117868552,0.25169582504176613,5.4488523405779565
1s,mobile,af49df,0.7031113903755035,0.8231982334306919,0.6014876073159473,0.5438527122711847,1.7991456777686914
1s,mobile,af9990,0.6044817831589396,0.7522429649399409,0.513116208361625,0.43532925002506895,2.2990847953501348
1s,mobile,aff2b7,0.4833510155082722,0.6391780628766404,0.34898385224120665,0.4522406027030105,2.6208117197948817
1s,mobile,aff6c9,0.5413481850086438,0.6970559377254528,0.48545594446100704,0.38782679868856074,3.012627764908123
1s,mobile,b264ce,0.5308400541525046,0.6902907105414401,0.43641541987154797,0.3999626685945995,3.121453401109322
1s,mobile,b32f2b,0.5208179242932616,0.6811150572504718,0.48305849762524733,0.394783339242636,3.133943076216197
1s,mobile,b33b46,0.7075199015880594,0.8204142020199798,0.6695756217140533,0.5180005074993337,1.352701190625203
1s,mobile,b36130,0.4147990723209687,0.5676328880095415,0.34375743486329025,0.32878171143551826,3.8833221493372037
1s,mobile,b3b08a,0.6361928711798253,0.7713810720680286,0.6183645837034174,0.4379550198875692,2.9701026920340965
1s,mobile,b3c403,0.4284657417858943,0.5964649088653335,0.3828573705395275,0.3152666554138957,3.712315053351753
1s,mobile,b3ddb5,0.13439643398489715,0.23250860710538834,0.04366760177118758,0.18521338670980506,6.208549974681174
1s,mobile,b44e33,0.01919875857684293,0.036016678936661904,-0.14411292989130345,0.12876540828862953,6.394347270979333
1s,mobile,b5d9a8,0.5385722501431852,0.6895596910494171,0.4360917741347262,0.43825359478981685,2.7910888881172013
1s,mobile,b65aeb,0.3321319116156546,0.4942276766217086,0.29141180725181365,0.23230555743160633,5.589189711858509
1s,mobile,b6c589,0.26715019151762165,0.4120247342243496,0.24206105458337732,0.23461894268130493,5.09608430962481
1s,mobile,b80952,0.6331257557503213,0.7737182891388276,0.4327914076399436,0.5563541188808733,1.4264608750367913
1s,mobile,b83a7a,0.4480552330508954,0.6092847276426097,0.40357531449441336,0.3502694887147701,3.1607800663767516
1s,mobile,b87c56,0.6625929536416755,0.7954671392437247,0.6053261435745698,0.47210127269966007,2.1352559815937058
1s,mobile,b8a4ea,0.22580149085835907,0.36825781043151984,0.13241947564702367,0.24688029438707032,4.763439621734597
1s,mobile,b8b56d,0.536532914168791,0.6942143728033667,0.35794718111033264,0.5075283804300188,1.3562950394360198
1s,mobile,b8c70a,0.2463381883368918,0.3863336474663396,0.17157722536378145,0.2554682182108987,4.76657749539754
1s,mobile,b92f85,0.27903532032104106,0.4145162781027717,0.23728849625128645,0.22042603800296517,5.824041743159798
1s,mobile,bae388,0.3285992632438527,0.4911132613867151,0.19992358831515541,0.320491629702679,4.1159599813376655
1s,mobile,bb23c6,0.6404922851398602,0.7779089060196192,0.49433784787210094,0.5972259815505391,0.8481853216273262
1s,mobile,bc25a7,0.29765859178066745,0.449483416631665,0.17177009103277546,0.27097816749755227,3.6064371254940797
1s,mobile,bc43bb,0.5850208903529728,0.7302984854160611,0.5575086118519179,0.3982132328116434,3.695592152148869
1s,mobile,bca872,0.10238893557205042,0.17790470277237816,0.05892631312380651,0.15769721730803213,6.52771269203933
1s,mobile,becb10,0.6399505552815057,0.7799230959437098,0.5828752420224333,0.3894862635479157,3.5469278005771927
1s,mobile,bf7fae,0.2569775346312854,0.4038655807270949,0.22067017319313925,0.2698581816917601,4.331364672491332
1s,mobile,bfd9c4,0.6005081733941464,0.7428736817650423,0.5599724838893702,0.3807427907800641,3.6684402623331875
1s,mobile,c01b8e,0.3456183950849875,0.46800186129691745,-0.10976158858398444,0.40851119833609256,2.2126120003096483
1s,mobile,c02580,0.3400537532970612,0.5004495301735765,0.3306728577953904,0.34882694712251683,3.6228257408018734
1s,mobile,c053d2,0.36093078871608264,0.5207801276941343,0.2883189060835331,0.29544019974284,3.9973295109434943
1s,mobile,c05cd5,0.43681501683470214,0.6009041187814147,0.022407389229095145,0.47027195486506124,1.3533953236237337
1s,mobile,c27e4e,0.12914991011135485,0.22722331850457148,0.011478798224867451,0.20481619523019293,5.657997769412749
1s,mobile,c29a4e,0.2838033275727135,0.43399543024453663,0.14734603091616455,0.2643201836358683,4.156883927790394
1s,mobile,c3f5f9,0.5897472135233383,0.7395471453746812,0.5568337361184116,0.43917580730088435,2.5053186733172987
1s,mobile,c40b98,0.11303483293147679,0.19744298030815366,0.0801702348480838,0.19835385546636458,5.311178930002461
1s,mobile,c6b002,0.24109034168003168,0.38115340263849923,0.18068659766318815,0.2595483901517822,5.030285018336537
1s,mobile,c6c08a,0.2795250060483427,0.43189193533197867,0.2168451615265341,0.3257110898789575,2.8513168232140083
1s,mobile,c6e9bb,0.19985220643817492,0.32861443266419005,0.10106158173467124,0.21750637900017183,5.202680263258423
1s,mobile,c75d3f,0.31121939150319305,0.47031630083464665,0.16072342172327844,0.32267226761449186,3.2642110560566087
1s,mobile,c75e3e,0.5839704063743756,0.6964949398810379,0.36846204779151576,0.4964420836112751,2.128174388347978
1s,mobile,c84d32,0.18605895166121827,0.30988890057430696,0.11648391930609518,0.2539847142633965,5.065643130520179
1s,mobile,c9133b,0.2936221891213848,0.4521261611271055,0.26566929440580866,0.30846806047723396,3.9407597856065033
1s,mobile,c9ab98,0.11637140609949434,0.20763352965816062,0.04300955501865631,0.21143602618784865,4.662602591961834
1s,mobile,cb23a7,0.48746584329247494,0.652973068069752,0.46617156193464837,0.3291418126133174,4.616576253604284
1s,mobile,cba28b,0.5071549049633022,0.6672339792768265,0.4349129520395868,0.377050183728229,3.372136437978361
1s,mobile,cbb7ad,0.38108252488860694,0.5513563565567534,0.259013272438161,0.27017916402798814,4.5605151155402215
1s,mobile,cbd84a,0.171628988025624,0.28666522915251846,0.1487105194871647,0.19747921307766086,5.939826374881187
1s,mobile,cc787e,0.7943129721728268,0.8812060360782901,0.7329418272549676,0.6420819208951707,1.0588155299229651
1s,mobile,cd2ed2,0.24256087520579728,0.3863800569922585,0.15544150656133937,0.2698900369353204,4.632740525991381
1s,mobile,cd91c5,0.20423426973520692,0.33094063640046517,0.020393166004981787,0.22937533415711314,5.316915006004271
1s,mobile,cd9e29,0.6952207150756999,0.8176906865783365,0.42434494535603784,0.604253308169058,0.8185370657043359
1s,mobile,cdcaf8,0.1112637372856659,0.1952432742548456,0.03222541973908881,0.18100196505554306,6.467202328269669
1s,mobile,cf815f,0.2575930656098308,0.38631330838668576,0.2435952785693744,0.21798012551001983,5.573183512372703
1s,mobile,cff421,0.5030735237527798,0.6529902235274531,0.48704044436997374,0.4306239912694442,2.786031116084019
1s,mobile,d079f1,0.9007147033889915,0.9476198474526705,0.8853470823550229,0.6972386820700811,1.5558082695845006
1s,mobile,d13f3e,0.4557896392236841,0.6162266465187101,0.4515647595686511,0.3479277849999374,3.728737490948619
1s,mobile,d1da7d,0.8021796312892141,0.8886572996354177,0.6790073231278282,0.6133187589290715,1.1161529968240598
1s,mobile,d1ef30,0.7818107466380175,0.8762081639880964,0.7487332251794863,0.5208449100264605,2.387974914177665
1s,mobile,d355a9,0.1958494005835438,0.3102800181006045,0.16018229153428828,0.20766099675436908,6.017570749605587
1s,mobile,d4988b,0.7139534103364502,0.8316475963466002,0.6917373525273453,0.465293442035709,3.230715895351094
1s,mobile,d5caa3,0.6371368823163179,0.7778704393471785,0.41063111202389935,0.553117898364972,2.080757753574321
1s,mobile,d70468,0.6958783721060371,0.8181963996898863,0.6401243045624445,0.5424380790795758,1.697360301143373
1s,mobile,d79d5c,0.6453324739910551,0.7763110094016501,0.5159981383334304,0.5520142004908732,1.605463683258297
1s,mobile,d93532,0.42443690615879104,0.5913316361169658,0.28478335780666997,0.35993382845495636,3.2767993427579207
1s,mobile,da1a17,0.24566613696821796,0.3913907614104532,0.03011784325448119,0.26391006302984604,4.226550541537172
1s,mobile,da36d4,0.7355144310712269,0.8472551347846219,0.47842560678246765,0.6363405694888726,1.2338306029770423
1s,mobile,dafb86,0.4926644991213715,0.6308686203280054,0.42001438993887186,0.44727255555243206,2.2432247357472037
1s,mobile,dc351a,0.00876945818901927,0.017186597532551327,-0.024050792445596512,0.10613427075402053,7.335210163765265
1s,mobile,dc537b,0.295453745517004,0.4548341282069875,0.24332898659096291,0.25243479659722284,4.802288840565659
1s,mobile,dc705a,0.5045707897238305,0.6636342873723673,0.4180256625302007,0.40050641699844486,2.907011383851856
1s,mobile,dd0f11,0.34571524385731833,0.5084363442861443,0.2954171086898265,0.3112961942291972,4.386653848577586
1s,mobile,dd173b,0.41413507443924236,0.571578073723063,0.11226382758747469,0.42444782621873633,3.418749068711887
1s,mobile,dd47fa,0.32406815405180067,0.47501069315077665,0.2476560035032532,0.29216073621743444,4.96954908751046
1s,mobile,dd8251,0.4587723001999592,0.6144546414295464,0.3998875676239222,0.3597729442095178,3.557129070520022
1s,mobile,dd9efb,0.06274208385848692,0.11438887105871982,0.055383566647770666,0.1044021114696656,8.1500789308791
1s,mobile,ddca3f,0.24631493983191347,0.3918753049829452,0.09936318274474873,0.2743559194059107,5.239736034061536
1s,mobile,de271c,0.05476129455975924,0.0997118615734158,0.011466728705243429,0.11220417572086498,8.077849516364587
1s,mobile,de9b80,0.4055238677063035,0.5705778580501666,0.26870793456821584,0.3648962373721193,3.593928482898831
1s,mobile,e1f7b0,0.45960147046264604,0.6192288290606992,0.3763493308616446,0.3885486407225296,2.4910704209226138
1s,mobile,e228f3,0.2306285624113919,0.3745572289125407,0.13718888602524862,0.20018967718909142,5.47861137322481
1s,mobile,e254a8,0.8528180782812791,0.9195401622676362,0.8292120266368785,0.6531984215852547,1.212552741371405
1s,mobile,e332da,0.6616152660918881,0.7860735973944485,0.4328272595698719,0.588592312929205,1.2747415402583009
1s,mobile,e348b5,0.12606550369882663,0.20425946712298923,0.08308603611651323,0.1305389173471412,7.1067958130134965
1s,mobile,e3d203,0.3056797173630422,0.46537860336720877,0.2762907358569674,0.2946339796266449,4.20032812909235
1s,mobile,e43ab5,0.7587717430346779,0.856516076791034,0.7446259345269669,0.46552703723734634,3.2875523432347658
1s,mobile,e4f360,0.6730120767156291,0.8020223791973173,0.6630016572358515,0.44889552103922725,2.3702424946806624
1s,mobile,e5174e,0.6453406827163404,0.7820904839391642,0.6179348257727433,0.5063444600276108,1.5827549742556566
1s,mobile,e5635e,0.18111766024327997,0.2974915474790564,0.021312458076253354,0.21398950304689096,5.514661143170893
1s,mobile,e624e7,0.48283511652175415,0.6465819908483341,0.4199401801783885,0.41559120252516124,2.412985770662914
1s,mobile,e64eb8,0.7005404551803348,0.8232463232799365,0.6771743038477811,0.4852399328662421,2.7565757869188365
1s,mobile,e69624,0.18696394559948368,0.30819791117816464,0.1726689126394356,0.19904062916240634,5.6652379381898
1s,mobile,e8d8ff,0.6034146486718347,0.75026468978631,0.5240676913294408,0.4747330586131094,2.0485070323649373
1s,mobile,e946d8,0.3428935501176483,0.5051065452310708,0.2931019010289381,0.2046071199670334,6.095430630024481
1s,mobile,ea6aef,0.41104704921035795,0.5718285282148726,0.27099143962602656,0.38008585191340816,2.925098333998063
1s,mobile,eadf4b,0.3069651715142826,0.44830311137126466,0.2413628314242604,0.28454937042344997,5.568725185136477
1s,mobile,eae3c4,0.17338272545734804,0.29231131695617585,0.11939891168548418,0.219213643705497,5.4308574038563195
1s,mobile,eb06ec,-0.030969914779191515,-0.06392088045376537,-0.03926412259981019,7.721119321078906e-08,11.637877301816244
1s,mobile,eb529b,0.7871838754134229,0.8802083370119582,0.7493397631108228,0.5128722395863794,2.451181247586118
1s,mobile,ebe076,0.6508899641701835,0.7865806667276949,0.5627314580999301,0.4888741685604027,1.9750210996571949
1s,mobile,ec6510,0.066719011362627,0.11588416116225093,-0.06814516453785216,0.10180079737221495,8.056918982833611
1s,mobile,ee0caf,0.47694858895404246,0.6419451417940807,0.389379798470863,0.3521292112170589,3.8535468170134792
1s,mobile,eec240,0.3887614497260469,0.5572180275477489,0.3370038067505964,0.3457718662976065,3.0606292185104804
1s,mobile,efb9d2,0.8179649921216956,0.8998575624084614,0.6950788887844228,0.6581889569661965,0.7074698836910398
1s,mobile,f02589,0.5303194580711981,0.6900907300726444,0.4727403440701218,0.36173253979897946,3.538769698094505
1s,mobile,f08c55,0.43180032192047413,0.6001747750655627,0.3160653765391688,0.34216803653881495,3.8159423724842876
1s,mobile,f0f10a,0.5144364682509419,0.6732942569137135,0.31279481791444774,0.508284113005866,1.2361936027311504
1s,mobile,f147ec,0.6139004932364145,0.7603855748817936,0.5561631711053607,0.4660720068673637,2.970445752525735
1s,mobile,f1be04,0.3555934715237384,0.5213406694125048,0.31490385842521157,0.27896686789782105,4.806605138634511
1s,mobile,f21770,0.4663432894668803,0.6161183003140592,0.20227862685842393,0.449205370221645,2.912512433673836
1s,mobile,f285d7,0.24021326970857215,0.35968557122571554,0.20235905591685593,0.22536109840054896,6.374395626920471
1s,mobile,f30633,0.38380235341388386,0.5523053559642961,0.3292448059198924,0.3631146698927819,3.0315330883053115
1s,mobile,f38ac2,0.534411648546006,0.6957838693369685,0.45621371214836304,0.5022465877982631,2.355489559845848
1s,mobile,f491f4,-0.021400796384724273,-0.043773298321250896,-0.07366170141076114,0.050438070548246686,8.457262062463375
1s,mobile,f4ff84,0.5955471487799737,0.7363881176397383,0.47384831141761374,0.5036591291768339,1.554730296405005
1s,mobile,f60132,0.182332163913599,0.2946991306529337,0.0835623347729762,0.23437149250168599,5.223755780156543
1s,mobile,f639bf,0.47794205962166825,0.6452553070781791,0.32346926614074506,0.3803722888217841,3.058598143294631
1s,mobile,f657ff,0.2193939088464604,0.35519249928932706,0.140707743008151,0.252420561829039,4.6534801987181424
1s,mobile,f735e9,0.6478395764135161,0.7835159160661062,0.5964798443795518,0.425460527797543,2.8771626376573307
1s,mobile,f757ac,0.3424013916276055,0.5059773855045941,0.2495474778206545,0.34214631303390985,3.8017712067423894
1s,mobile,f8d172,0.3743799557834306,0.5350050322136937,0.005094728133997745,0.40354766566578293,2.065507237054118
1s,mobile,f8ecb9,0.34524759043740066,0.49433293514369636,0.27996358293087076,0.3034250874794706,4.715476487225851
1s,mobile,f96a6e,0.3469258000834893,0.5077789525607888,0.2595347787754152,0.31092555292465085,4.283712158491194
1s,mobile,f9ae9f,0.22462212265374104,0.36105767197219796,0.059971613793928805,0.23989475493720042,4.769110684129371
1s,mobile,fb2cd4,0.18430341730109712,0.3054880675592512,0.05910579116673411,0.19897600878179522,5.252040483892182
1s,mobile,fb3c20,0.3246956944409349,0.4809238638370209,0.2998135430166665,0.24437706906239778,5.268701110841575
1s,mobile,fb692e,0.178428586306916,0.3012875242414338,0.04213462438495328,0.23021759828571967,5.472231852465232
1s,mobile,fc4494,0.5404365105331301,0.6928934592681091,0.4077981306369514,0.5112152321021375,1.3995928982543302
1s,mobile,fc70db,0.4741261504540448,0.6295891470167417,0.45074816662910555,0.26878815894218977,4.981359635914477
1s,mobile,fc7118,0.6918460342226584,0.8110020985818572,0.57632716325302,0.5373908398722602,2.101314047556728
1s,mobile,fd0d5c,0.55981100262125,0.7156502845195848,0.46150978652650176,0.42649739231344813,2.624534400221635
1s,mobile,fd4c35,0.492239372290871,0.6581893998255104,0.4171676450472594,0.3334135170644643,4.097824403602952
1s,mobile,fd7c30,0.36452751862375626,0.5154906109410975,0.35375718298412806,0.322043390468023,3.1043702358270893
1s,mobile,fe430b,0.3286501689349167,0.4921147728143661,0.19766925767458948,0.31062371738425426,4.15123639930569
1s,mobile,fe5ed4,0.35603512354530453,0.5239365953546727,0.29249001596832036,0.3030159299015699,4.046983353845134
1s,mobile,fe8c5d,0.33360878695777674,0.49696764036312224,0.2550598473231032,0.25196879335303113,5.548383658889076
1s,mobile,ff7d76,0.6171291120851027,0.7571833585208249,0.5612354290379105,0.4921365581966941,2.086853639876453
1s,mobile,ffde86,0.23059529158731168,0.3742978471875934,0.08690583238561668,0.3710764208634495,3.0765422478951514
1s,poster,00398c,0.7196999701483875,0.8290147606760435,0.628971398349585,0.5956169341363576,0.8521866909866247
1s,poster,005f83,0.3154689554228057,0.47926105296585153,0.164082900812413,0.31575735974768193,3.9589189439988686
1s,poster,00ee0c,0.12751788716907247,0.21431746008009225,0.11601124442335146,0.0577159725536312,8.773726896745453
1s,poster,00f742,0.6693210798087004,0.7963397157029729,0.5922923290206903,0.7144432167415703,0.2651218857000054
1s,poster,013aca,0.46640173129322776,0.6227542326251989,0.373162602069528,0.507282945509323,1.2912267962397945
1s,poster,0186f0,0.5955468431225202,0.7451339859519763,0.5447345718993963,0.4500367303247331,2.3314006220191184
1s,poster,018c0a,0.7514464302170789,0.8547703358174582,0.722304528631374,0.5766716598396019,1.2852730132372496
1s,poster,0197c7,0.47808593930728005,0.6424660464048821,0.4785455732074376,0.5469303747496234,1.0807240232230648
1s,poster,01d4b9,0.10452166619457263,0.1706811479585554,-0.17874339600450678,0.2719378681549236,4.423626280288313
1s,poster,027990,0.7499477137923367,0.8484133158846939,0.6833970824608882,0.5622936206454375,1.1974954528150874
1s,poster,045d43,0.3633448543681772,0.5283132242907509,0.25296060121975494,0.32160774010577675,3.782199229103347
1s,poster,05a1ad,0.21087823186310245,0.3276684675970644,0.1919659441405204,0.22054853144228997,4.5908035761377635
1s,poster,05e980,0.8338952073084632,0.9083786131427418,0.805106968709769,0.6782264513046691,0.5451491726623466
1s,poster,085001,0.8005912517288956,0.887324278625487,0.7953727823474872,0.7141739950207013,0.7837836765442608
1s,poster,08aaa5,0.8430359566897095,0.913036599838627,0.812455640225376,0.5887349756740032,2.0053901354184
1s,poster,08b92b,0.42667341493553373,0.5905071237690646,0.34165757706226635,0.3446685971039738,3.3985642730439416
1s,poster,09094b,0.3211273571403207,0.47934859993964024,0.16163024659233122,0.33142373869903646,3.342662628416806
1s,poster,092bd5,0.5811643253534745,0.7315091570142075,0.38621305879341217,0.5063205062196976,1.9808377440710256
1s,poster,0939f7,0.0323332304574517,0.05550074492075985,-0.06949594305507087,0.11070029431596973,6.697645250073727
1s,poster,093c65,0.505724019378561,0.6699742337803761,0.5055251394480814,0.3638298069873754,3.413058393840579
1s,poster,09d1d9,0.3930620765415089,0.5578296579509809,0.2757246207772068,0.3484031914591358,3.901052327390944
1s,poster,09d330,-0.012670193001448967,-0.02566877458869765,-0.012113224255620437,0.005929007498545688,10.485692423184375
1s,poster,0b81bd,0.4776376138139458,0.6432136819720755,0.3928329451199433,0.41410561892180564,2.6017837148509884
1s,poster,0ba80a,0.9462498182216688,0.9723075459629896,0.9377417420078414,0.7986301017878568,0.5269923421130761
1s,poster,0bce2b,0.7404704574467759,0.8483622163958012,0.6838577411804962,0.4888959400831352,2.7817084506393086
1s,poster,0cee4a,0.32650232555033937,0.48728740475859506,0.2753546767744252,0.24317951680957664,5.531954339786972
1s,poster,0cf59b,0.7574042944642263,0.8615907192714903,0.6081109669402611,0.5842366557808558,1.0057231927632397
1s,poster,0e136e,0.46671524453534075,0.6277054164421979,0.40364905088052405,0.4094110245846,3.4251930954142447
1s,poster,0ec997,0.5872213845839132,0.7386185412585937,0.476989958800886,0.45947064654761227,2.293905133475881
1s,poster,0f5056,0.48875848973119734,0.6490675007903951,0.4046007321722117,0.3366363503709632,4.018974154955836
1s,poster,0fa6b9,0.6973418005416946,0.8161520111244991,0.6739267308169563,0.5252793247576943,1.6150981987310093
1s,poster,0fc384,0.7734635274404049,0.8715914042260836,0.7239083197379295,0.7060536579209462,0.4851933041423635
1s,poster,1055b2,0.4467284976527478,0.612858526388267,0.387808353199352,0.34529343528997253,3.471286384552838
1s,poster,1102e9,0.20126607942986516,0.3335724500996417,0.13768735921376746,0.19544290851101098,4.912767584178357
1s,poster,110636,0.5472219313410839,0.7067501072463855,0.48274681681756987,0.39547104687264933,3.4962573973143867
1s,poster,11a99d,0.7680333394018481,0.8684009879957568,0.7575014674082658,0.4589448398194551,2.7771098479181804
1s,poster,1356d2,0.8734049591450409,0.9322284612166329,0.8095929216925803,0.6677304481213017,0.8671861824820016
1s,poster,13ae19,0.5857402361590873,0.7355123942937352,0.3617051612399516,0.5286077990489157,1.3805458647039033
1s,poster,150e9a,0.49477504251563076,0.6583499285118647,0.3427879281220169,0.42713524995410374,2.135408818968025
1s,poster,162809,0.23232892275849623,0.3729571687385357,0.06951122070286411,0.2708686830027965,3.663593951339238
1s,poster,168b3b,0.19222878290229106,0.29844658505716115,0.11656156223436147,0.18138113908072834,6.176425448546852
1s,poster,170ea3,0.3622082141682553,0.5291828406805805,0.3010827950597915,0.2811053058318945,5.149227290024636
1s,poster,172c5d,0.5041254529298391,0.6681212620193199,0.4796037062531166,0.46101548523070235,1.8274298911616103
1s,poster,173a17,0.5321937479183717,0.6881738831267314,0.4943148720521301,0.3526394230525547,3.8085964459817894
1s,poster,17b8da,0.8952443004036947,0.9445319476852925,0.8944164734807801,0.7195209879628127,0.7232506196918125
1s,poster,17e6bf,0.28949502642261615,0.4475581065351622,0.13519198032360605,0.26928158084223586,4.05769041715193
1s,poster,18f09a,0.2277654741976996,0.3335113757860953,-0.05643888523444067,0.4138836382709597,3.3046824844224405
1s,poster,193df9,0.31627211936367383,0.45873138457923507,0.2294970389007332,0.32159396601934975,4.3539243330039605
1s,poster,196a1e,0.43092214304664367,0.5898150187683148,0.3780407927558761,0.4204639443920694,2.2982658776038707
1s,poster,1a5c70,0.5886375508231481,0.7271266286737945,0.5575321061839753,0.5787108821431386,1.4478117897417817
1s,poster,1ad1cc,0.6742763882447501,0.8007503824636693,0.5794874711692162,0.6330351351794394,1.0132690693810045
1s,poster,1b0094,0.4777712330550776,0.6448805407808184,0.44610633284809875,0.2720541693970752,5.344527511172907
1s,poster,1b4c8d,0.32369493379819586,0.47432278123651583,0.3067801416006146,0.3324067387693942,3.63587134036567
1s,poster,1bc531,0.3626055510084926,0.5291224081908237,0.20401498578148636,0.3146994136851665,3.975149518072888
1s,poster,1c2bc5,0.39063028962542595,0.55211953350682,0.1010248789475103,0.448428692861059,1.9927736640822942
1s,poster,1de187,0.584156174754213,0.7334330730234699,0.5016724198209122,0.4708192110569299,2.4677152357603975
1s,poster,1e1131,0.4869003957648534,0.6509040016389818,-0.05289434233091315,0.4951681811484554,1.6995147038284493
1s,poster,1f5664,0.3383853914195184,0.5036176453029173,0.2053758187103487,0.3010138169062815,4.134710650758413
1s,poster,1fac04,0.16758151236989702,0.2818766167377583,0.15069620371415543,0.11596857012694868,7.328119757445822
1s,poster,203a7b,0.0969933865213798,0.17194157643460653,0.05551830677535206,0.1259998808356811,6.899358095287643
1s,poster,2089d4,0.8431498157530072,0.9146729286482269,0.7723805043782832,0.6457291749710423,1.3250782708756719
1s,poster,212589,-0.014233803241522191,-0.07326874404437708,-0.2581432613446815,0.2490739874981999,5.430165640805611
1s,poster,22411d,0.9330589627030642,0.9652959612715725,0.9354170058466703,0.7734683813932929,0.39950682077840577
1s,poster,224be3,0.2814285545143186,0.4315524646023813,0.24659431784070152,0.26869730958345067,5.042182794411188
1s,poster,2298de,0.45715803088324786,0.6248546735434523,0.4589778244582889,0.33880351787024343,3.548799084187416
1s,poster,22eaed,0.8698486314756254,0.9302704462094413,0.8546702350200451,0.6210956410940447,2.1237220423965164
1s,poster,230d6a,0.5435113443972031,0.7005224242078214,0.4545004587649374,0.3763244138572076,2.6868916478207465
1s,poster,23981a,0.7431953541677376,0.847421351344523,0.6146701649743411,0.6829215558994315,0.5611403501420396
1s,poster,239f23,0.8452624383329743,0.915747796854004,0.7948848092841557,0.6913877236679339,0.719015310953721
1s,poster,2428cc,0.807729128575606,0.8933785863415717,0.7485996180876502,0.5637691664291974,2.409810594309154
1s,poster,24ff3e,0.3864963389740662,0.5562438374305217,0.3502692423235855,0.3262423046086754,4.18666078572562
1s,poster,257df7,0.16186809544745898,0.26955192646072723,0.14873118138448452,0.1106565952998713,7.1158731833263005
1s,poster,2586ee,0.3475792039243991,0.5073268776088553,0.17219690718802033,0.3511431050298771,3.9874527271386837
1s,poster,25d2e6,0.6039376650576852,0.7466818356782052,0.5429316601868232,0.4454210049289684,2.9378298841028907
1s,poster,25d5bc,0.10336369915503744,0.17100675591919484,0.05303122333308752,0.2502622616696583,3.592014949097295
1s,poster,2711d3,0.729534815549931,0.8425771002343115,0.6880514178512123,0.47180136351603946,2.7380873225793896
1s,poster,274fcc,0.17715112437552288,0.2675307517433657,0.08532946526088978,0.18178044030490503,6.42618733454636
1s,poster,27c37d,0.5947402720097028,0.7449321333599018,0.48972968607588274,0.4516581752877201,2.396817341415794
1s,poster,287cec,0.2727432937051167,0.42223492592992057,0.09477921228444165,0.330366168167828,3.2432662776262844
1s,poster,28d46f,0.8909412664500997,0.9420398749416222,0.8287993890013885,0.6667749731118149,0.9535338625557384
1s,poster,297a9c,0.11120396672807438,0.19691978132399263,-0.10483053313073085,0.20564706818370446,5.074762116583251
1s,poster,298ce9,0.2391555247583182,0.38220097520187585,0.1686301351567399,0.21755908358511017,5.668894383089769
1s,poster,299635,0.39630321760224974,0.5505988930601997,0.3847687866869106,0.2507283731002577,5.680374448763294
1s,poster,29b4ce,0.21901279567462312,0.35471730168246635,0.19741258112189888,0.1834102417318718,5.990895999244117
1s,poster,29d7dd,0.4724160967849366,0.637335183180004,0.3387026085145375,0.4048123820091578,2.9468783608059343
1s,poster,2ad31e,0.2550571236191313,0.4029939623553241,0.23238406652527632,0.2897997678335478,3.924693293376561
1s,poster,2ad4e3,0.34343756254902236,0.4935209240032118,0.26652224180060985,0.38882412672866173,2.072590149461992
1s,poster,2d23e1,0.5840608205807787,0.7350847263956161,0.587027659631709,0.5125416920807849,1.5203855500335608
1s,poster,2dfd9c,0.4553938748795354,0.6117924430561603,0.35974507023150204,0.40758561898954293,2.7698010266354727
1s,poster,2ea01b,0.3564770464663538,0.5241107925797964,0.15729523163920028,0.3037587486101062,2.5410659516138345
1s,poster,2fd907,0.23658194225017745,0.3774885274792526,0.15196682774367737,0.2636164123708523,5.012812551632094
1s,poster,2ffa4a,-0.018982709448893475,-0.04690611219521085,-0.10381500695907113,0.11366260351108552,7.45480697096733
1s,poster,305533,0.6123525415036323,0.7433686600007441,0.6303324145102611,0.5996557718249461,0.7200805575367605
